X;Y;FID;Idaccident;Latitude;Longitude;Fecha;Hora;Cód_Regi;Región;Comuna;Tipo_Accid;Tipo__CONA;Zona;Ubicación;Causa;Causa__CON;Calle_Uno;Calle_Dos;Intersecci;Número;Calzada;Tipo_Calza;Estado_Cal;Condición;Estado_Atm;Fallecidos;Lesionados;Graves;Menos_Grav;Leves
-7,80732E+14;-2,30005E+14;1;1500632;-20227954;-70134381;31-12-2022 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;CIRCUNVALACION; ;- CIRCUNVALACION;13;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80948E+14;-2,29822E+14;2;1500668;-20212449;-70153777;31-12-2022 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION PERPENDICULAR;COLISION;URBANA;TRAMO DE VIA RECTA;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;ARTURO PRAT; ;- ARTURO PRAT;350;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,8084E+14;-2,29838E+14;3;1500652;-20213847;-70144047;31-12-2022 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;SERRANO;ARTURO FERNANDEZ;ARTURO FERNANDEZ - SERRANO;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80669E+14;-2,30388E+14;4;1501416;-20260234;-70128685;31-12-2022 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE POSTERIOR/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;VELOCIDAD NO RAZONABLE NI PRUDENTE;VELOCIDAD IMPRUDENTE;PUKARA TURI; ;- PUKARA TURI;3684;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80401E+14;-2,3076E+14;5;1501990;-20291521;-70104608;31-12-2022 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;LAS AMERICAS;ALEMANIA;ALEMANIA - LAS AMERICAS;0;BIDIRECCIONAL;CONCRETO;REGULAR;SECO;DESPEJADO;0;0;0;0;0
-7,80683E+14;-2,30421E+14;6;1501653;-20262987;-70129949;01-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA CURVA HORIZONTAL;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;ARTURO PRAT; ;- ARTURO PRAT;3622;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;1;1;0;0
-7,80778E+14;-2,29824E+14;7;1500957;-20212629;-70138518;02-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LADO/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;HEROES DE LA CONCEPCION; ;- HEROES DE LA CONCEPCION;2555;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80922E+13;-2,29829E+14;8;1500952;-20213059;-70151384;02-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;IMPRUDENCIA DEL CONDUCTOR;SERRANO;PATRICIO LYNCH;PATRICIO LYNCH - SERRANO;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80758E+14;-2,29814E+14;9;1501390;-20211849;-70136706;03-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;SOTOMAYOR;LUIS JASPARD;LUIS JASPARD - SOTOMAYOR;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,8086E+14;-2,30079E+14;10;1501715;-20234182;-70145875;03-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;ARTURO PRAT; ;- ARTURO PRAT;2748;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80759E+14;-2,29984E+14;11;1501934;-20226103;-70136739;04-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LADO/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;IMPRUDENCIA DEL CONDUCTOR;COLO COLO; ;- COLO COLO;1833;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80714E+14;-2,29988E+13;12;1502095;-20226509;-70132765;04-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CAIDA;CAIDA;URBANA;TRAMO DE VIA RECTA;PASAJERO SUBE O DESCIENDE DE VEHICULO MOVIMIENTO;IMPRUDENCIA DEL PASAJERO;PROGRESO;CHINTAGUAY;CHINTAGUAY - PROGRESO;0;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;1;0;0;1
-7,80801E+14;-2,30196E+14;13;1501866;-20244049;-70140583;04-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;ROTONDA;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;ARTURO PRAT;TADEO HAENKE;ARTURO PRAT - TADEO HAENKE;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;2;0;0;2
-7,8079E+14;-2,30116E+14;14;1559485;-20237307;-70139562;15-09-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;VELOCIDAD NO RAZONABLE NI PRUDENTE;VELOCIDAD IMPRUDENTE;GENARO GALLO;LAS ROSAS;GENARO GALLO - LAS ROSAS;0;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80847E+13;-2,3E+14;15;1501933;-2022749;-70144693;04-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SEÑAL CEDA EL PASO;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;ARTURO FERNANDEZ;TOMAS BONILLA;ARTURO FERNANDEZ - TOMAS BONILLA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80734E+13;-2,29979E+14;16;1502060;-20225747;-70134548;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LATERAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;SARA; ;- SARA;1808;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80671E+14;-2,30124E+14;17;1502014;-20237974;-70128888;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL;ALCOHOL EN CONDUCTOR;LA TIRANA;TADEO HAENKE;LA TIRANA - TADEO HAENKE;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;2;0;0;2
-7,80378E+14;-2,30812E+14;18;1502000;-20295913;-70102525;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;LAS AMERICAS;UNION EUROPEA;LAS AMERICAS - UNION EUROPEA;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80655E+14;-2,30699E+13;19;1502047;-20286387;-70127472;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;PEATON CRUZA CALZADA FUERA PASO PEATONES;IMPRUDENCIA DEL PEATON;LA TIRANA; ;- LA TIRANA;4865;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80898E+14;-2,2984E+14;20;1502048;-20213983;-70149304;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;RAMIREZ;TARAPACA;RAMIREZ - TARAPACA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80779E+14;-2,30014E+14;21;1502102;-20228653;-7013858;05-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;ARTURO PEREZ CANTO; ;- ARTURO PEREZ CANTO;2095;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80643E+14;-2,30557E+14;22;1502124;-20274428;-7012639;06-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;LA TIRANA; ;- LA TIRANA;4450;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80385E+14;-2,30666E+14;23;1502009;-20283622;-70103182;06-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;LORETO PINEDA; ;- LORETO PINEDA;3043;BIDIRECCIONAL;CONCRETO;REGULAR;SECO;DESPEJADO;0;0;0;0;0
-7,80824E+14;-2,29897E+14;24;1502211;-20218794;-70142646;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;BERNARDO O'HIGGINS; ;- BERNARDO O'HIGGINS;1332;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;1;0
-7,8074E+14;-2,29947E+14;25;1502183;-20222994;-70135099;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;SALVADOR ALLENDE;JOSE JOAQUIN PEREZ;JOSE JOAQUIN PEREZ - SALVADOR ALLENDE;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80834E+14;-2,29865E+13;26;1502690;-20216136;-70143528;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;SARGENTO ALDEA;ERRAZURIZ;ERRAZURIZ - SARGENTO ALDEA;0;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0;0
-7,8036E+14;-2,30458E+14;27;1503386;-20266124;-70100928;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;VELOCIDAD NO RAZONABLE NI PRUDENTE;VELOCIDAD IMPRUDENTE;LOS MANZANOS;HUANTAJAYA;HUANTAJAYA - LOS MANZANOS;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;1;0;0
-7,8067E+14;-2,30302E+14;28;1502876;-20252961;-7012879;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;ROTONDA;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;ARTURO PRAT;RAMON PEREZ OPAZO;ARTURO PRAT - RAMON PEREZ OPAZO;0;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,8025E+14;-2,30736E+14;29;1503108;-20289548;-70091027;07-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;VOLCAN PARINACOTA; ;- VOLCAN PARINACOTA;4104;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0;0
-7,8041E+14;-2,30252E+14;30;1503438;-20248762;-70105463;08-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO;IMPRUDENCIA DEL CONDUCTOR;EL BORO;SALITRERA DELAWARE;EL BORO - SALITRERA DELAWARE;0;BIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0;0
-7,80884E+14;-2,29998E+14;31;1502417;-20227359;-70148014;08-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;ARTURO PRAT;TOMAS BONILLA;ARTURO PRAT - TOMAS BONILLA;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,8079E+14;-2,29935E+14;32;1502440;-20221983;-70139583;08-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;IMPRUDENCIA DEL CONDUCTOR;HEROES DE LA CONCEPCION;RIQUELME;HEROES DE LA CONCEPCION - RIQUELME;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;2;2;0;0
-7,80834E+14;-2,29855E+14;33;1502671;-2021525;-70143516;09-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL PARE;SEÑALIZACION DESOBEDECER SEÑAL PARE;DESOBEDIENCIA A SEÑALIZACION;ERRAZURIZ;THOMPSON;ERRAZURIZ - THOMPSON;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;2;0;0;2
-7,80901E+14;-2,29893E+14;34;1502877;-20218492;-70149488;10-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;DESOBEDIENCIA A SEÑALIZACION;BERNARDO O'HIGGINS;ELEUTERIO RAMIREZ;BERNARDO O'HIGGINS - ELEUTERIO RAMIREZ;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80864E+14;-2,29999E+14;35;1502932;-20227445;-70146189;10-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;ATROPELLO;ATROPELLO;URBANA;CRUCE SIN SEÑALIZACION;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;IMPRUDENCIA DEL CONDUCTOR;TOMAS BONILLA;JUAN MARTINEZ;JUAN MARTINEZ - TOMAS BONILLA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;3;0;0;3
-7,80221E+14;-2,30571E+14;36;1503945;-20275643;-70088401;11-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;VELOCIDAD NO RAZONABLE NI PRUDENTE;VELOCIDAD IMPRUDENTE;PASAJE DOS; ;- PASAJE DOS;3547;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;1;0;0
-7,80924E+14;-2,29915E+14;37;1503397;-20220319;-70151554;11-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE POSTERIOR/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCIR VEHICULO EN RETROCESO;IMPRUDENCIA DEL CONDUCTOR;PATRICIO LYNCH;ORELLA;ORELLA - PATRICIO LYNCH;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80841E+14;-2,30128E+14;38;1503387;-20238243;-70144111;11-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;VIRAJES INDEBIDOS;IMPRUDENCIA DEL CONDUCTOR;HEROES DE LA CONCEPCION;TADEO HAENKE;HEROES DE LA CONCEPCION - TADEO HAENKE;0;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,8043E+14;-2,30431E+14;39;1503504;-20263778;-70107248;11-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;CHOQUE;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;LOS TUMBOS; ;- LOS TUMBOS;2842;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80766E+14;-2,30004E+14;40;1503410;-20227812;-70137366;12-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL PARE;SEÑALIZACION DESOBEDECER SEÑAL PARE;DESOBEDIENCIA A SEÑALIZACION;GENARO GALLO;TOMAS BONILLA;GENARO GALLO - TOMAS BONILLA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80864E+14;-2,29986E+14;41;1503459;-20226287;-70146193;12-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL CEDA EL PASO;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;JUAN MARTINEZ;JOSE MIGUEL CARRERA;JOSE MIGUEL CARRERA - JUAN MARTINEZ;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80711E+14;-2,30363E+14;42;1503455;-20258123;-70132501;12-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;FRANCISCO BILBAO; ;- FRANCISCO BILBAO;3545;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80817E+14;-2,29886E+14;43;1503521;-20217851;-70141997;13-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL PARE;SEÑALIZACION DESOBEDECER SEÑAL PARE;DESOBEDIENCIA A SEÑALIZACION;ZEGERS;21 DE MAYO;21 DE MAYO - ZEGERS;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;2;0;0;2
-7,80871E+14;-2,30104E+14;44;1503726;-20236269;-70146824;14-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;ARTURO PRAT; ;- ARTURO PRAT;2240;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,8073E+14;-2,30165E+14;45;1503676;-20241403;-70134186;14-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;SALVADOR ALLENDE;TADEO HAENKE;SALVADOR ALLENDE - TADEO HAENKE;0;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80909E+14;-2,29819E+13;46;1503525;-20212209;-70150224;14-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL PARE;SEÑALIZACION DESOBEDECER SEÑAL PARE;DESOBEDIENCIA A SEÑALIZACION;BOLIVAR;OBISPO LABBE;BOLIVAR - OBISPO LABBE;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80202E+14;-2,30654E+14;47;1505427;-20282618;-70086762;14-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;CHOQUE;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION CONTRA SENTIDO DEL TRANSITO;IMPRUDENCIA DEL CONDUCTOR;LAS PARCELAS;RICARDO LAGOS;LAS PARCELAS - RICARDO LAGOS;0;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80839E+13;-2,29792E+14;48;1503561;-20209981;-70143966;14-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL PARE;SEÑALIZACION DESOBEDECER SEÑAL PARE;DESOBEDIENCIA A SEÑALIZACION;ARTURO FERNANDEZ;VIDELA;ARTURO FERNANDEZ - VIDELA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;3;0;1;2
-7,80695E+14;-2,29834E+14;49;1503790;-2021349;-70131045;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;CONDUCCION EN ESTADO DE EBRIEDAD;ALCOHOL EN CONDUCTOR;CIRCUNVALACION;SOTOMAYOR;CIRCUNVALACION - SOTOMAYOR;0;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80919E+14;-2,2981E+14;50;1503783;-20211498;-70151165;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEÑAL CEDA EL PASO;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;DESOBEDIENCIA A SEÑALIZACION;PATRICIO LYNCH;ESMERALDA;ESMERALDA - PATRICIO LYNCH;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80896E+14;-2,29959E+14;51;1503684;-20224008;-70149093;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;CESPEDES Y GONZALEZ; ;- CESPEDES Y GONZALEZ;700;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80808E+14;-2,30031E+14;52;1503696;-20230143;-7014118;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE LADO/LADO;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE;IMPRUDENCIA DEL CONDUCTOR;DIEGO PORTALES;HEROES DE LA CONCEPCION;DIEGO PORTALES - HEROES DE LA CONCEPCION;0;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0;1
-7,80256E+14;-2,30615E+14;53;1505476;-20279303;-70091627;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;ALTO HOSPICIO;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;SANTA INES; ;- SANTA INES;4123;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80761E+14;-2,29733E+14;54;1503789;-20204954;-70136917;15-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;CHOQUE POSTERIOR/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;OFICINA SALITRERA VICTORIA;COLON;COLON - OFICINA SALITRERA VICTORIA;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
-7,80956E+14;-2,29865E+14;55;1504080;-20216103;-70154462;16-01-2023 21:00;21:00:00;1;REGION TARAPACA;IQUIQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IMPRUDENCIA DEL CONDUCTOR;GRUMETE BOLADOS;PEDRO LAGOS;GRUMETE BOLADOS - PEDRO LAGOS;0;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0;0
