X;Y;FID;POINT_X;POINT_Y;Idaccident;Año;Claseaccid;Fecha;Cód_Regi;Región;Cód_Comun;Comuna;Cód_Tipo;Tipo_Accid;Cód_Tip_1;Tipo__CONA;Cód_Zona;Zona;Cód_Ubica;Ubicación;Cód_Causa;Causa;Cód_Cau_1;Causa__CON;Cód_Calle;Calle_Uno;Cód_Cal_1;Calle_Dos;Intersecci;Número;Ruta;Cód_Ruta;Ubicaci_1;Pistas_de;Pistas_d_1;Cód_Calza;Calzada;Cód__Tipo;Tipo_Calza;Cód_Estad;Estado_Cal;Cód_Condi;Condición;Cód_Est_1;Estado_Atm;Fallecidos;Graves;Menos_Grav;Leves;Ilesos;Hora
-7,80969E+14;-2,29859E+14;1;-70155631;-202156;1409189;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ARTURO PRAT;0;GRUMETE BOLADOS;ARTURO PRAT - GRUMETE BOLADOS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;1:00:00
-7,80733E+14;-2,30019E+14;2;-70134435;-2022909;1409196;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;63;CHOQUE FRENTE/POSTERIOR;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;HERNAN FUENZALIDA;0;13 ORIENTE;13 ORIENTE - HERNAN FUENZALIDA;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;14:11:00
-7,80874E+14;-2,29987E+14;3;-70147066;-20226409;1409197;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;15;CRUCE CON SEÑAL CEDA EL PASO;64;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;10;DESOBEDIENCIA A SEÑALIZACION;0;AMUNATEGUI;0;JOSE MIGUEL CARRERA;AMUNATEGUI - JOSE MIGUEL CARRERA;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;20:40:00
-7,80854E+14;-2,29754E+14;4;-70145267;-20206753;1409474;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;10;ATROPELLO;10;ATROPELLO;1;URBANA;1;TRAMO DE VIA RECTA;24;CONDUCCION EN ESTADO DE EBRIEDAD;4;ALCOHOL EN CONDUCTOR;0;ARTURO PRAT;0;AMUNATEGUI;AMUNATEGUI - ARTURO PRAT;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;2;1;10:00:00
-7,80923E+14;-2,29804E+14;5;-70151496;-20210931;1409483;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;34;COLISION PERPENDICULAR;30;COLISION;1;URBANA;11;CRUCE CON SEMAFORO FUNCIONANDO;62;SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;10;DESOBEDIENCIA A SEÑALIZACION;0;SOTOMAYOR;0;ARTURO PRAT;ARTURO PRAT - SOTOMAYOR;0;0;0;0;2;2;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;12:40:00
-7,80733E+14;-2,30002E+14;6;-70134454;-20227664;1410085;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;TOMAS BONILLA;0;0;- TOMAS BONILLA;2182;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;19:00:00
-7,80824E+14;-2,30001E+14;7;-70142621;-20227596;1410102;2022;1;02-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;34;COLISION PERPENDICULAR;30;COLISION;1;URBANA;14;CRUCE CON SEÑAL PARE;65;SEÑALIZACION DESOBEDECER SEÑAL PARE;10;DESOBEDIENCIA A SEÑALIZACION;0;21 DE MAYO;0;TOMAS BONILLA;21 DE MAYO - TOMAS BONILLA;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;1;0;2;0;8:30:00
-7,8036E+14;-2,30751E+14;8;-70100895;-20290769;1410318;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;50;CHOQUE;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;GLADYS MARIN;0;FRANCIA;FRANCIA - GLADYS MARIN;0;0;0;0;1;1;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;4;5:30:00
-7,80455E+14;-2,30831E+14;9;-70109454;-20297497;1410325;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;50;CHOQUE;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;PASAJE TREINTA Y SEIS;0;CALLE NUEVE;CALLE NUEVE - PASAJE TREINTA Y SEIS;0;0;0;0;1;1;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;1;14:16:00
-7,80376E+13;-2,30792E+14;10;-70102392;-20294232;1410332;2022;1;01-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;29;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;1;IMPRUDENCIA DEL CONDUCTOR;0;POLONIA;0;GLADYS MARIN;GLADYS MARIN - POLONIA;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;1;0;1;15:30:00
-7,80451E+14;-2,30851E+14;11;-70109062;-20299172;1410335;2022;1;02-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;53;CHOQUE POSTERIOR;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ALTOS DEL SUR;0;0;- ALTOS DEL SUR;4514;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;19:45:00
-7,80248E+14;-2,30568E+14;12;-70090836;-20275363;1410353;2022;1;02-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;33;COLISION POR ALCANCE;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;28;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;1;IMPRUDENCIA DEL CONDUCTOR;0;LAS PARCELAS;0;CALETERA A-616;CALETERA A-616 - LAS PARCELAS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;22:00:00
-7,80795E+14;-2,30181E+14;13;-7013997;-2024274;1410398;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;31;COLISION FRONTAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;11;ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE;1;IMPRUDENCIA DEL CONDUCTOR;0;PLAYA BRAVA;0;PEDRO GONZALEZ;PEDRO GONZALEZ - PLAYA BRAVA;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;9:00:00
-7,80665E+14;-2,3014E+14;14;-70128287;-20239333;1410430;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;30;COLISION;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;LA TIRANA;0;EL MONTE;EL MONTE - LA TIRANA;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;1;0;2;7:30:00
-7,80714E+14;-2,3005E+14;15;-70132721;-20231681;1410455;2022;1;31-12-2021 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ARMANDO CORTINEZ;0;0;- ARMANDO CORTINEZ;2338;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;16:30:00
-7,80785E+14;-2,30118E+14;16;-7013914;-2023744;1410494;2022;1;02-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;99;OTRO TIPO;99;OTRO TIPO;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;LAS ROSAS;0;0;- LAS ROSAS;2027;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;17:20:00
-7,80686E+14;-2,30065E+14;17;-70130218;-20233006;1410766;2022;1;03-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;28;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;1;IMPRUDENCIA DEL CONDUCTOR;0;GOMEZ CARREÑO;0;CERRO DRAGON;CERRO DRAGON - GOMEZ CARREÑO;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;19:00:00
-7,80937E+14;-2,29846E+14;18;-70152809;-20214543;1410774;2022;1;03-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;63;CHOQUE FRENTE/POSTERIOR;40;CHOQUE;1;URBANA;15;CRUCE CON SEÑAL CEDA EL PASO;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ANIBAL PINTO;0;THOMPSON;ANIBAL PINTO - THOMPSON;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;19:50:00
-7,80624E+14;-2,30123E+14;19;-70124624;-20237874;1410945;2022;1;05-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;31;COLISION FRONTAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;12;ADELANTAMIENTO SIN EFECTUAR LA SEÑAL RESPECTIVA;1;IMPRUDENCIA DEL CONDUCTOR;0;CALETERA A-16;0;VIA EXPRESO NORTE;CALETERA A-16 - VIA EXPRESO NORTE;0;0;0;0;1;1;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;9:20:00
-7,80821E+14;-2,30118E+14;20;-70142387;-20237465;1410983;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;15;CRUCE CON SEÑAL CEDA EL PASO;64;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;10;DESOBEDIENCIA A SEÑALIZACION;0;LUIS EMILIO RECABARREN;0;LOS ALELIES;LOS ALELIES - LUIS EMILIO RECABARREN;0;0;0;0;1;1;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;17:10:00
-7,80793E+14;-2,29833E+14;21;-70139838;-20213438;1410992;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;PILOTO PARDO;0;OSCAR BONILLA;OSCAR BONILLA - PILOTO PARDO;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;19:30:00
-7,8093E+14;-2,29902E+14;22;-70152141;-20219219;1410996;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;14;CRUCE CON SEÑAL PARE;65;SEÑALIZACION DESOBEDECER SEÑAL PARE;10;DESOBEDIENCIA A SEÑALIZACION;0;BAQUEDANO;0;MANUEL BULNES;BAQUEDANO - MANUEL BULNES;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;1;1;9:55:00
-7,80782E+14;-2,29851E+14;23;-70138879;-20214965;1411008;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;29;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;1;IMPRUDENCIA DEL CONDUCTOR;0;HEROES DE LA CONCEPCION;0;OCHIROS;HEROES DE LA CONCEPCION - OCHIROS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;14:50:00
-7,80899E+14;-2,29865E+14;24;-70149366;-20216081;1411018;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;10;ATROPELLO;10;ATROPELLO;1;URBANA;14;CRUCE CON SEÑAL PARE;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ALMIRANTE LATORRE;0;ELEUTERIO RAMIREZ;ALMIRANTE LATORRE - ELEUTERIO RAMIREZ;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;1;1;18:00:00
-7,80923E+14;-2,29925E+13;25;-70151519;-20221207;1411026;2022;1;05-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;68;CHOQUE POSTERIOR/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ERNESTO RIQUELME;0;SAN MARTIN;ERNESTO RIQUELME - SAN MARTIN;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;17:00:00
-7,80855E+13;-2,29907E+14;26;-70145443;-20219616;1411032;2022;1;05-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;11;CRUCE CON SEMAFORO FUNCIONANDO;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;JUAN MARTINEZ;0;MANUEL BULNES;JUAN MARTINEZ - MANUEL BULNES;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;1;1;17:25:00
-7,8071E+14;-2,3014E+14;27;-70132404;-20239267;1411033;2022;1;05-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;99;OTRO TIPO;99;OTRO TIPO;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;TALCA;0;CAUTIN;CAUTIN - TALCA;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;17:00:00
-7,80697E+14;-2,30323E+14;28;-7013118;-2025473;1411046;2022;1;04-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;SALVADOR ALLENDE;0;0;- SALVADOR ALLENDE;3422;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;10:00:00
-7,80845E+14;-2,29953E+14;29;-70144501;-20223557;1411057;2022;1;05-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;24;CONDUCCION EN ESTADO DE EBRIEDAD;4;ALCOHOL EN CONDUCTOR;0;ARTURO FERNANDEZ;0;MANUEL RODRIGUEZ;ARTURO FERNANDEZ - MANUEL RODRIGUEZ;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;3;4:30:00
-7,80394E+14;-2,30739E+14;30;-70103948;-20289732;1411215;2022;1;06-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;LAS AMERICAS;0;FRANCIA;FRANCIA - LAS AMERICAS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;17:50:00
-7,80355E+14;-2,30515E+14;31;-70100494;-20270887;1411217;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;50;CHOQUE;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;SALITRERA LAGUNA;0;0;- SALITRERA LAGUNA;3218;0;0;0;1;1;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;20:30:00
-7,80319E+14;-2,30556E+13;32;-70097279;-20274347;1411218;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;50;CHOQUE;40;CHOQUE;1;URBANA;11;CRUCE CON SEMAFORO FUNCIONANDO;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;LAS CONDORES;0;TARAPACA;LAS CONDORES - TARAPACA;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;1;12:15:00
-7,80427E+14;-2,30827E+14;33;-70106949;-20297158;1411220;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1107;ALTO HOSPICIO;32;COLISION LATERAL;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;29;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;1;IMPRUDENCIA DEL CONDUCTOR;0;LAS AMERICAS;0;ESTADOS UNIDOS;ESTADOS UNIDOS - LAS AMERICAS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;16:00:00
-7,80803E+14;-2,30069E+14;34;-70140736;-202333;1411347;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;61;CHOQUE FRENTE/FRENTE;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;95;PERDIDA CONTROL VEHICULO;9;PERDIDA CONTROL VEHICULO;0;LUIS EMILIO RECABARREN;0;0;- LUIS EMILIO RECABARREN;2480;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;14:00:00
-7,80811E+14;-2,30138E+14;35;-70141465;-20239122;1411381;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;30;COLISION;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;TADEO HAENKE;0;ISABEL BONGARD;ISABEL BONGARD - TADEO HAENKE;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;1;0;0;1;10:00:00
-7,8073E+14;-2,30165E+14;36;-70134186;-20241403;1411415;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;30;COLISION;30;COLISION;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;SALVADOR ALLENDE;0;TADEO HAENKE;SALVADOR ALLENDE - TADEO HAENKE;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;2;0;16:20:00
-7,80835E+14;-2,29885E+14;37;-70143625;-20217774;1411462;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;14;CRUCE CON SEÑAL PARE;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;VICENTE ZEGERS;0;ERRAZURIZ;ERRAZURIZ - VICENTE ZEGERS;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;8:30:00
-7,80843E+14;-2,2992E+14;38;-70144359;-20220765;1411479;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;11;CRUCE CON SEMAFORO FUNCIONANDO;29;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;1;IMPRUDENCIA DEL CONDUCTOR;0;ARTURO FERNANDEZ;0;ORELLA;ARTURO FERNANDEZ - ORELLA;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;15:15:00
-7,80871E+14;-2,3009E+14;39;-70146793;-2023509;1411480;2022;1;08-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;51;CHOQUE FRONTAL;40;CHOQUE;1;URBANA;24;ROTONDA;95;PERDIDA CONTROL VEHICULO;9;PERDIDA CONTROL VEHICULO;0;ARTURO PRAT;0;TADEO HAENKE;ARTURO PRAT - TADEO HAENKE;0;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;1;0;0;4:00:00
-7,80691E+14;-2,30027E+14;40;-70130704;-2022978;1411492;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;32;COLISION LATERAL;30;COLISION;1;URBANA;15;CRUCE CON SEÑAL CEDA EL PASO;64;SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO;10;DESOBEDIENCIA A SEÑALIZACION;0;BERNARDINO GUERRA;0;PROGRESO;BERNARDINO GUERRA - PROGRESO;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;0:05:00
-7,80969E+14;-2,29859E+14;41;-70155631;-202156;1411514;2022;1;07-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;24;CONDUCCION EN ESTADO DE EBRIEDAD;4;ALCOHOL EN CONDUCTOR;0;ARTURO PRAT;0;GRUMETE BOLADOS;ARTURO PRAT - GRUMETE BOLADOS;0;0;0;0;2;2;3;BIDIRECCIONAL CON BANDEJON;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;3;4:20:00
-7,80666E+14;-2,30227E+14;42;-70128425;-20246618;1411515;2022;1;08-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;51;CHOQUE FRONTAL;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;LA TIRANA;0;0;- LA TIRANA;3111;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;1;7:20:00
-7,80836E+13;-2,29888E+14;43;-7014365;-2021809;1411537;2022;1;08-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;62;CHOQUE FRENTE/LADO;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;ERRAZURIZ;0;0;- ERRAZURIZ;1029;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;2:00:00
-7,80871E+14;-2,30114E+14;44;-70146814;-20237077;1411568;2022;1;08-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;51;CHOQUE FRONTAL;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;95;PERDIDA CONTROL VEHICULO;9;PERDIDA CONTROL VEHICULO;0;ARTURO PRAT;0;0;- ARTURO PRAT;1660;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;1;4:40:00
-7,80619E+14;-2,30564E+14;45;-701242;-20275;1411593;2022;1;08-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;66;CHOQUE LADO/POSTERIOR;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;98;OTRAS CAUSAS;14;OTRAS CAUSAS;0;2 ORIENTE;0;0;- 2 ORIENTE;4575;0;0;0;2;0;2;BIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;1;0;1;19:00:00
-7,80821E+14;-2,29954E+14;46;-70142379;-20223652;1411918;2022;1;09-01-2022 21:00;1;REGION TARAPACA;1101;IQUIQUE;69;CHOQUE POSTERIOR/POSTERIOR;40;CHOQUE;1;URBANA;1;TRAMO DE VIA RECTA;27;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;1;IMPRUDENCIA DEL CONDUCTOR;0;MANUEL RODRIGUEZ;0;21 DE MAYO;21 DE MAYO - MANUEL RODRIGUEZ;0;0;0;0;2;0;1;UNIDIRECCIONAL;2;ASFALTO;1;BUENO;1;SECO;1;DESPEJADO;0;0;0;0;2;23:20:00
