Direccion,LATITUD,LONGITUD
"ALTO HOSPICIO, EL BORO, PROSPERIDAD",-20.2487616,-70.1054625
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, RUTA A-16, 42.0",-20.2585155,-70.0726409
"IQUIQUE, PEDRO AGUIRRE CERDA, 2060.0",-33.4944752,-70.6800068
"IQUIQUE, PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, AVENIDA. LA TIRANA",-20.254263,-70.125981
"ALTO HOSPICIO, ESMERALDA, LOS ALAMOS",-20.2686722,-70.1049169
"IQUIQUE, MANUEL RODRIGUEZ, 1404.0",-20.2236,-70.1434542
"IQUIQUE, AVENIDA PRAT, 3500.0",-20.21265,-70.1401344
"IQUIQUE, AVENIDA RAMON PEREZ OPAZO, 3400.0",-20.2529611,-70.1287904
"IQUIQUE, CIRCUNVALACION, AVENIDA ARTURO PRAT",-20.244478,-70.1410328
"ALTO HOSPICIO, NANCY CASTRO, MONTE LOS OLIVOS",-20.2604947,-70.0972287
"IQUIQUE, MANUEL BULNES, ARTURO FERNANDEZ",-20.2196748,-70.1443406
"IQUIQUE, EMILIO RECABARREN, 2880.0",-20.2360495,-70.141895
"IQUIQUE, OSCAR BONILLA, LIBERTAD",-20.2194645,-70.1403842
"ALTO HOSPICIO, LOS CONDORES, CERRO TARAPACA",-20.2743469,-70.0972785
"IQUIQUE, RAMON PEREZ OPAZO, RANCAGUA",-20.2307033,-70.1356692
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, 21 DE MAYO, 1868.0",-20.2307033,-70.1356692
"IQUIQUE, PLAYA LAS GAVIOTAS, PLAYA LIGATE",-20.2507872,-70.1354562
"IQUIQUE, AV. LA TIRANA, 3680.0",-20.2543166,-70.1260602
"IQUIQUE, PEATONAL CINCO, VIA LOCAL 2",-20.2657663,-70.124002
"IQUIQUE, AV. TADEO HAENKE, AV. SALVADOR ALLENDE",-20.2414031,-70.1341858
"IQUIQUE, PROGRESO, AV. LA TIRANA",-20.2335522,-70.1282236
"IQUIQUE, PLAYA BRAVA, SANTIAGO POLANCO",-20.2478923,-70.1368759
"IQUIQUE, MANUEL RODRIGUEZ, 1912.0",-20.2236,-70.1434542
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, TARAPACA, 1318.0",-20.2307033,-70.1356692
"IQUIQUE, MANUEL BALMACEDA, AV. FRANCISCO BILBAO",-20.2653785,-70.126922
"IQUIQUE, MAPOCHO, SALITRERA VICTORIA",-20.2049542,-70.1369169
"IQUIQUE, ARTURO PRAT, SANTIAGO POLANCO",-20.2486089,-70.1382111
"IQUIQUE, AVENIDA CIRCUNVALACION, SOTOMAYOR",-20.2134898,-70.1310453
"ALTO HOSPICIO, LOS CONDORES, 3619.0",-20.2719484,-70.1029629
"IQUIQUE, RAMIREZ, JOSE JOAQUIN PEREZ",-20.2224,-70.1496637
"ALTO HOSPICIO, SUECIA, INGLATERRA",52.3555177,-1.1743197
"IQUIQUE, 12 DE FEBRERO, 981.0",-20.2307033,-70.1356692
"IQUIQUE, VALLE VERDE, 1621.0",-20.2252385,-70.1304348
"IQUIQUE, PASAJE SAN JORGE, 2982.0",-20.2406048,-70.1302307
"ALTO HOSPICIO, JERUSALEN, EL BORO",-20.2495998,-70.106074
"ALTO HOSPICIO, LOS CONDORES, LOS ALAMOS",-20.2702639,-70.1068711
"IQUIQUE, 21 DE MAYO, SARGENTO ALDEA",-20.2162049,-70.1418754
"ALTO HOSPICIO, ESMERALDA, RAMON PEREZ OPAZO",-20.2690149,-70.1044822
"ALTO HOSPICIO, SANTA PAULA, SANTA PATRCIA",-20.275616,-70.0941839
"IQUIQUE, VIVAR, SIMON BOLIVAR",-20.2122614,-70.1484475
"IQUIQUE, AVENIDA PROGRESO, AVENIDA LA TIRANA",-20.2335522,-70.1282236
"ALTO HOSPICIO, VENEZUELA, LAS AMERICAS",-20.2686722,-70.1049169
"IQUIQUE, SALITRERA VIRGINIA, 2930.0",-20.2416116,-70.1297378
"IQUIQUE, HEROES DE LA CONCEPCION, SARGENTO ALDEA",-20.2164807,-70.1390347
"IQUIQUE, AV. LA TIRANA, 4650.0",-20.2543166,-70.1260602
"IQUIQUE, AV. RAMON PEREZ OPAZO, RANCAGUA",-20.2534815,-70.1296426
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, AVENIDA LA TIRANA, AVENIDA CIRCUNVALACION",-20.231349,-70.1284471
"ALTO HOSPICIO, SANTA ROSA, TAMARUGOS",-20.2760633,-70.0820002
"IQUIQUE, DOCTOR NOE, 2257.0",-20.26292,-70.1275594
"IQUIQUE, PASAJE SALITRERA VIRGINIA, 2961.0",-20.2416116,-70.1297378
"IQUIQUE, CERRO DRAGON, CASTRO RAMOS",-20.2443662,-70.129305
"IQUIQUE, AV. ARTURO PRAT, AV. LA TIRANA",-20.2307033,-70.1356692
"ALTO HOSPICIO, LAS PARCELAS, LOS ALAMOS",-20.2686722,-70.1049169
"ALTO HOSPICIO, RICARDO LAGOS, IQUIQUE",-20.2815054,-70.0846839
"IQUIQUE, SALITRERA VIRGINIA, 2927.0",-20.2416116,-70.1297378
"IQUIQUE, AV. ARTURO PRAT, 2272.0",-20.244478,-70.1410328
"IQUIQUE, AVENIDA DESIDERIO GARCIA, OFICINA SALITRERA VICTORIA",-20.2049542,-70.1369169
"IQUIQUE, 21 DE MAYO, SARGENTO ALDEA",-20.2162049,-70.1418754
"IQUIQUE, TAMARUGAL, 2971.0",-20.2448205,-70.1266967
IQUIQUE,-20.2307033,-70.1356692
"ALTO HOSPICIO, DETECTIVE CUBILLOS, JAPON",-20.2686722,-70.1049169
"IQUIQUE, 12 DE FERBRERO, LATORRE",-20.2169243,-70.1409989
"ALTO HOSPICIO, LA PAMPA, LOS ALMENDROS",-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, SANTA PAULA, 3958.0",-20.2768892,-70.0936461
"IQUIQUE, SARGENTO ALDEA, AMUNATEGUI",-20.2160359,-70.1465023
"IQUIQUE, TAMARUGAL, EL MONTE",-20.2389721,-70.1267891
"IQUIQUE, ORELLA, OSCAR BONILLA",-20.2209717,-70.1405177
"ALTO HOSPICIO, VALLE DEL SOL, 3442.0",-20.2925595,-70.0937856
"IQUIQUE, ARTURO PRAT, SANTIAGO POLANCO",-20.2486089,-70.1382111
"IQUIQUE, MANUEL BUELNES, 173.0",-20.2197049,-70.1437707
HUARA,-19.995924,-69.7712417
"IQUIQUE, GRUMETE BOLADOS, ANIBAL PINTO",-20.2167578,-70.1528862
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, RAMIREZ, ORELLA",-20.2204813,-70.149581
"IQUIQUE, ZEGUERS, GENARO GALLO",-20.2181507,-70.1361591
"IQUIQUE, CENTENARIO, SALITRERA VICTORIA",-20.2049542,-70.1369169
"IQUIQUE, ORELLA, 1085.0",-20.2208235,-70.1432206
"IQUIQUE, CERRO DRAGON, MAULE",-20.2374931,-70.1298787
"IQUIQUE, AV. DIEGO PORTALES, AV. HEROES DE LA CONCEPCION",-20.2301432,-70.1411798
"IQUIQUE, LAS ROSAS, GENARO GALLO",-20.2373067,-70.139562
HUARA,-19.995924,-69.7712417
"IQUIQUE, THOMPSON, OSCAR BONILLA",-20.2154831,-70.1401029
"ALTO HOSPICIO, GLADYS MARIN, DETECTIVE CUBILLOS",-20.2893434,-70.10036
"IQUIQUE, SERRANO, 1444.0",-20.2138472,-70.1440474
"ALTO HOSPICIO, AV.  CIRCUNVALCION, CALLE DE SERVICIO",-20.2686722,-70.1049169
"IQUIQUE, OHIGGINS, 18 DE SEPTIEMBRE",-20.2188613,-70.1431021
"IQUIQUE, HEROES DE LA CONCEPCION, TARAPACA",-20.2111906,-70.1384119
"IQUIQUE, AV. HEROES DE LA CONCEPCION, LOS LILENES",-20.2346484,-70.1426931
"IQUIQUE, BARROS ARANA, RIQUELME",-20.2215553,-70.147656
"IQUIQUE, Maule, 2802.0",-20.2377571,-70.1312723
"IQUIQUE, AMUNATEGUI, LIBERTAD",-20.2254074,-70.147038
"ALTO HOSPICIO, AV. LA PAMPA, TILIVICHE",-20.2734785,-70.1058554
"IQUIQUE, PEDRO PRADO VIEJO, PEDRO GAMBONI",-20.2396655,-70.1345536
"IQUIQUE, GENARO GALLO, LIBERTAD",-20.2257613,-70.1371644
"IQUIQUE, AMUNATEGUI, BULNES",-20.2195518,-70.1467191
"ALTO HOSPICIO, CARMELA CARVAJAL, 3035.0",-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, CAMINO CERRO ESMERALDA, CALLE UNO",-20.252885,-70.1105063
"IQUIQUE, PILOTO PARDO, HEROES DE LA CONCEPCION",-20.2133583,-70.1388275
"IQUIQUE, LAS ZAMPOÑAS, 2617.0",-20.2345169,-70.1325528
"ALTO HOSPICIO, UNION EUROPEA, ITALIA",-20.2686722,-70.1049169
"IQUIQUE, AVENIDA REINA MAR, 2613.0",-20.2792733,-70.1257051
"IQUIQUE, DIEGO PORTALES, LIBERTAD",-20.2306665,-70.1371297
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, AMUNATEGUI, 77.0",-20.2176315,-70.1465983
"ALTO HOSPICIO, SANTA ROSA DE MOLLE, 4483.0",-20.2718999,-70.0889182
"IQUIQUE, MANUEL BULNES, OBISPO LABBE",-20.219294,-70.150411
COLCHANE,-19.2761393,-68.6388049
"IQUIQUE, AMUNATEGUI, ORELLA",-20.2206303,-70.146763
HUARA,-19.995924,-69.7712417
"IQUIQUE, TARAPACA, AMUNATEGUI",-20.2176315,-70.1465983
POZO ALMONTE,-20.2570503,-69.7857064
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, QUEBRADA BLANCA, AV. LA TIRANA",-20.2684928,-70.125358
"IQUIQUE, AV. LA TIRANA, AV. TADEO HAENKE",-20.2382135,-70.1286667
"ALTO HOSPICIO, TILIVICHE, LOS AVELLANOS",-20.2686722,-70.1049169
"IQUIQUE, AVENIDA ARTURO PRAT, 144.0",-20.244478,-70.1410328
"ALTO HOSPICIO, GLADYS MARIN, ALEMANIA",-20.2925369,-70.1015671
"ALTO HOSPICIO, AV. LAS PARCELAS, VIA EXPRESO NORTE",-20.2753339,-70.0908506
IQUIQUE,-20.2307033,-70.1356692
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, OBISPO LABBE, TARAPACA",-20.2158511,-70.1502751
HUARA,-19.995924,-69.7712417
"IQUIQUE, AV. LA TIRANA, AV. TADEO HAENKE",-20.2382135,-70.1286667
"IQUIQUE, LLANQUIHUE, 2235.0",-20.2377811,-70.1334649
"IQUIQUE, GENARO GALLO, LAS ROSAS",-20.2373067,-70.139562
"IQUIQUE, THOMPSON, 1150.0",-20.2307033,-70.1356692
"IQUIQUE, 21 DE MAYO, TOMAS BONILLA",-20.2275957,-70.1426209
"ALTO HOSPICIO, POLONIA, 3177.0",-20.2934744,-70.1046261
"IQUIQUE, LOS GLADIOLOS, SALVADOR ALLENDE GOSSENS",-20.2334545,-70.1380163
"IQUIQUE, HEROES DE LA CONCEPCION, 2855.0",-20.2111906,-70.1384119
"IQUIQUE, MANUEL RODRIGUEZ, JUAN MARTINEZ",-20.2234909,-70.1458415
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, SANTIAGO POLANCO, AVENIDA ARTURO PRAT",-20.2486089,-70.1382111
"IQUIQUE, AV. LA TIRANA, PLAYA BLANCA",-20.2543166,-70.1260602
"IQUIQUE, GALVARINO, 1706.0",-20.2269186,-70.1362265
"IQUIQUE, SIMON BOLIVAR, RAMIREZ",-20.2307033,-70.1356692
"IQUIQUE, AV. LA TIRANA, PLAYA BLANCA",-20.2543166,-70.1260602
"IQUIQUE, AV. LA TIRANA, CALLE TRES",-20.2561589,-70.1256228
IQUIQUE,-20.2307033,-70.1356692
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, AMUNATEGUI, SIMON BOLIVAR",-20.2123609,-70.1461272
"IQUIQUE, MANUEL RODRIGUEZ, RAMIREZ",-20.2236,-70.1434542
"IQUIQUE, GENARO GALLO, OHIGGINS",-20.2192459,-70.1362402
"IQUIQUE, AV. ARTURO PRAT, 1670.0",-20.244478,-70.1410328
"IQUIQUE, AV. LA TIRANA, CHIPANA",-20.2518219,-70.1260999
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, JUAN MARTINEZ, SAN MARTIN",-20.2128199,-70.1448148
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, JARDINES DEL DESIERTO, TAMARUGAL",-20.268282,-70.1241332
"IQUIQUE, AMUNATEGUI, 1263.0",-20.2176315,-70.1465983
"IQUIQUE, BARROS ARANA, 1956.0",-20.2175833,-70.1474318
HUARA,-19.995924,-69.7712417
"IQUIQUE, SERRANO, 21 DE MAYO",-20.2139275,-70.1415571
"IQUIQUE, PASAJE ONTARIO, 3763.0",-20.2668151,-70.1282761
"ALTO HOSPICIO, AVENIDA LAS AMERICAS, AVENIDA CARMELA CARVAJAL",-20.2800542,-70.1007563
"IQUIQUE, HERNAN FUENZALIDA, HEROES DE LA CONCEPCION",-20.2287626,-70.140574
"IQUIQUE, SANTA CRUZ, OFICINA MAPOCHO",-20.203053,-70.1357802
"IQUIQUE, AV. DIEGO PORTALES, AEROPUERTO",-20.2306665,-70.1371297
"IQUIQUE, PLAYA BRAVA, 2929.0",-20.2479851,-70.1368551
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, SANTIAGO POLANCO, PASAJE SAN SEBASTIAN",-20.2460819,-70.129563
"ALTO HOSPICIO, CALLE ITALIA, 37.0",-20.2951487,-70.1010412
"ALTO HOSPICIO, AVENIDA LOS CONDORES, 3881.0",-20.2719484,-70.1029629
"ALTO HOSPICIO, AVENIDA LAS PARCELAS, AVENIDA LOS ALAMOS",-20.2634181,-70.0981251
IQUIQUE,-20.2307033,-70.1356692
"ALTO HOSPICIO, PABLO NERUDA, 1808.0",-20.2686722,-70.1049169
"IQUIQUE, BERNARDO OHIGGINS, LUIS CRUZ MARTINEZ",-20.2191438,-70.1385965
"IQUIQUE, AV. LA TIRANA, EL MONTE",-20.2307033,-70.1356692
"IQUIQUE, MANUEL BULNES, OSCAR BONILLA",-20.2198862,-70.1404187
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, 21 DE MAYO, 2131.0",-20.2307033,-70.1356692
"ALTO HOSPICIO, GABRIELA MISTRAL, PAULA  JARAQUEMADA",-20.2822965,-70.1038013
"IQUIQUE, MANUEL PLAZA, SAGASCA",-20.2451708,-70.1391353
"IQUIQUE, OBISPO LABBE, THOMPSON",-20.2158511,-70.1502751
"IQUIQUE, BARROS ARANA, VICENTE ZEGERS",-20.2175833,-70.1474318
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, GENARO GALLO, MANUEL BULNES",-20.2201278,-70.1361812
"ALTO HOSPICIO, los guindales, los damascos",-20.2665772,-70.1067161
"IQUIQUE, EL MIRADOR, OSCAR BONILLA",-20.209666,-70.1374079
"IQUIQUE, 21 DE MAYO, TOMAS BONILLA",-20.2275957,-70.1426209
"IQUIQUE, MANUEL BULNES, HEROES DE LA CONCEPCION",-20.2199419,-70.1393996
"ALTO HOSPICIO, AV. RICARDO LAGOS, AV LAS PARCELAS",-20.2826177,-70.0867623
"IQUIQUE, HEROES DE LA CONCEPCION, RIQUELME",-20.2220951,-70.1395246
"IQUIQUE, OSACR BONILLA, ORELLA",-20.2209717,-70.1405177
IQUIQUE,-20.2307033,-70.1356692
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, SALVADOR ALLENDE, DIEGO PORTALES",-20.2306665,-70.1371297
"IQUIQUE, GENARO GALLO, 1341.0",-20.2289249,-70.137476
"IQUIQUE, MANUEL CASTRO RAMOS, RANCAGUA",-20.2445158,-70.131685
"IQUIQUE, PASAJE EL PIMIENTO, AV. HEROES DE LA CONCEPCION",-20.2370509,-70.143589
"IQUIQUE, AV. TADEO HAENKE, AV. ARTURO PRAT",-20.2404198,-70.1372473
"IQUIQUE, AVENIDA ARTURO PRAT, TOMAS BONILLA",-20.2273588,-70.1480139
"IQUIQUE, ORELLA, OSCAR BONILLA",-20.2209717,-70.1405177
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, CIRCUNVALACION, 13.0",-20.230544,-70.129033
"IQUIQUE, AVDA. ARTURO PRAT, 350.0",-20.2484469,-70.1381101
IQUIQUE,-20.2307033,-70.1356692
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, SERRANO, ARTURO FERNANDEZ",-20.2138472,-70.1440474
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, AV. PUKARA TURI, 3684.0",-20.2601887,-70.1289568
"ALTO HOSPICIO, AVENIDA LAS AMERICAS, CALLE ALEMANIA",-20.2686722,-70.1049169
"IQUIQUE, AV. ARTURO PRAT, 3622.0",-20.244478,-70.1410328
IQUIQUE,-20.2307033,-70.1356692
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, HEROES DE LA CONCEPCION, 2555.0",-20.2111906,-70.1384119
"IQUIQUE, SERRANO, PATRICIO LYNCH",-20.2130592,-70.1513845
HUARA,-19.995924,-69.7712417
CAMINA,-19.3110655,-69.4269996
"IQUIQUE, SOTOMAYOR, LUIS JASPARD",-20.2118495,-70.1367064
"IQUIQUE, AV. ARTURO PRAT, 2748.0",-20.244478,-70.1410328
"IQUIQUE, 21 DE MAYO, TARAPACA",-20.2189238,-70.1420816
"IQUIQUE, COLO COLO, 1833.0",-20.2268682,-70.1367544
"ALTO HOSPICIO, CALLE FINLANDIA, AVENIDA LAS AMERICAS",-20.2957076,-70.1062929
"IQUIQUE, AV. PROGRESO, CHINTAGUAY",-20.2265085,-70.1327649
"IQUIQUE, AV. ARTURO PRAT, AV. TADEO HAENKE",-20.2404198,-70.1372473
"IQUIQUE, ARTURO FERNANDEZ, TOMAS BONILLA",-20.2274904,-70.1446933
"IQUIQUE, PASAJE SARA, 1808.0",-20.2677247,-70.1029198
"IQUIQUE, AV. LA TIRANA, AV. TADEO HAENKE",-20.2382135,-70.1286667
"ALTO HOSPICIO, AVDA. LAS AMERICAS, AVDA. UNION EUROPEA",-20.2956503,-70.1022103
"IQUIQUE, AV. LA TIRANA, 4865.0",-20.2543166,-70.1260602
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, RAMIREZ, TARAPACA",-20.2184918,-70.1494876
"IQUIQUE, MANUEL BULNES, 12 DE FEBRERO",-20.2198336,-70.1414293
"IQUIQUE, ARTURO PEREZ CANTO, 2095.0",-20.2211368,-70.1377023
"IQUIQUE, AV. LA TIRANA, 4450.0",-20.2543166,-70.1260602
HUARA,-19.995924,-69.7712417
"ALTO HOSPICIO, PASAJE LORETO PINEDA, 3043.0",-20.2833517,-70.1036934
"IQUIQUE, AV. ARTURO PRAT, CRUCE PLAYA HUAYQUIQUE",-20.2798817,-70.1298027
"IQUIQUE, BERNANDO OHIGGINS, 1332.0",-20.2188278,-70.1436951
"IQUIQUE, SARGENTO ALDEA, ERRAZURIZ",-20.2161356,-70.1435283
"IQUIQUE, SALVADOR ALLENDE, JOSE JOAQUIN PEREZ",-20.2229938,-70.135099
"ALTO HOSPICIO, LOS MANZANOS, HUANTAJAYA",-20.2661236,-70.1009282
"IQUIQUE, AV. ARTURO PRAT, RAMON PEREZ OPAZO",-20.244478,-70.1410328
"IQUIQUE, ARTURO PRAT CHACON, PLAYA HUAYQUIQUE",-20.2798817,-70.1298027
"ALTO HOSPICIO, VOLCAN PARINACOTA, 4104.0",-20.2902753,-70.0915693
"ALTO HOSPICIO, AVENIDA EL BORO, SALITRERA DELAWARE",-20.2453541,-70.0984976
"IQUIQUE, ARTURO PRAT CHACON, TOMAS BONILLA",-20.2273588,-70.1480139
"IQUIQUE, HEROES DE LA CONCEPCION, RIQUELME",-20.2220951,-70.1395246
"IQUIQUE, ERRAZURIZ, THOMPSON",-20.2152505,-70.1435156
"ALTO HOSPICIO, LOS AROMOS, CALLE CUATRO",-20.2556598,-70.1069637
"IQUIQUE, HERNAN FUENZALIDA, SALVADOR ALLENDE",-20.2287874,-70.1394852
"IQUIQUE, BERNARDO OHIGGINS, ELEUTERIO RAMIREZ",-20.2184918,-70.1494876
"IQUIQUE, TOMAS BONILLA, JUAN MARTINEZ",-20.2274454,-70.1461888
"ALTO HOSPICIO, PASAJE DOS, 3547.0",-20.2686722,-70.1049169
"IQUIQUE, PATRICIO LYNCH, ORELLA",-20.2203193,-70.1515539
"IQUIQUE, HEROES DE LA CONCEPCION, TADEO HAENKE",-20.238243,-70.1441106
"ALTO HOSPICIO, LOS TUMBOS, 2842.0",-20.2655245,-70.1057571
"ALTO HOSPICIO, AFGANISTAN MZ 97 SITIO, 1.0",33.93911,67.709953
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, GENARO GALLO, TOMAS BONILLA",-20.2278116,-70.1373664
"IQUIQUE, JUAN MARTINEZ, JOSE MIGUEL CARRERA",-20.2264537,-70.1460977
"IQUIQUE, AV. FRANCISCO BILBAO, 3545.0",-20.2617337,-70.1290955
"IQUIQUE, 18 DE SEPTIEMBRE, RIQUELME",-20.2307033,-70.1356692
"IQUIQUE, ZEGERS, 21 DE MAYO",-20.2178506,-70.1419968
"ALTO HOSPICIO, AVENIDA LAS AMERICAS, FINLANDIA",-20.2686722,-70.1049169
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, AV. ARTURO PRAT, 2240.0",-20.244478,-70.1410328
"IQUIQUE, AV. SALVADOR ALLENDE, AV. TADEO HAENKE",-20.2414031,-70.1341858
"IQUIQUE, BOLIVAR, OBISPO LABBE",-20.2122091,-70.1502238
"ALTO HOSPICIO, LAS PARCELAS, RICARDO LAGOS",-20.2686722,-70.1049169
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, ARTURO FERNANDEZ, VIDELA",-20.2099814,-70.143966
"IQUIQUE, AVENIDA CIRCUNVALACION, SOTOMAYOR",-20.2134898,-70.1310453
HUARA,-19.995924,-69.7712417
"IQUIQUE, PATRICIO LYNCH, ESMERALDA",-20.2154369,-70.1513951
"IQUIQUE, CESPEDES Y GONZALEZ, 700.0",-20.2246339,-70.1419103
"IQUIQUE, DIEGO PORTALES, HEROES DE LA CONCEPCION",-20.2111906,-70.1384119
"ALTO HOSPICIO, SANTA INES, 4123.0",-20.2686722,-70.1049169
"IQUIQUE, OFICINA SALITRERA VICTORIA, COLON",-20.2049912,-70.1367811
"IQUIQUE, LIBERTAD, 12 DE FEBRERO",-20.2307033,-70.1356692
"IQUIQUE, PASAJE CENTRAL, SANTIAGO POLANCO",-20.2307033,-70.1356692
"IQUIQUE, GRUMETE BOLADOS, PEDRO LAGOS",-20.2161035,-70.1544623
"ALTO HOSPICIO, SALITRERA DOMEIKO, 2219.0",-20.2473837,-70.0965504
"IQUIQUE, RIQUELME, RAMIREZ",-20.2214154,-70.1496157
"IQUIQUE, AV. ELIAS LAFERTE, MARGARITA NARANJO",-20.2307033,-70.1356692
"IQUIQUE, 21 DE MAYO, DIEGO PORTALES",-20.2296416,-70.1427763
"IQUIQUE, ELIAS LAFERTE, MARGARITA NARANJO",-20.225863,-70.1315828
"IQUIQUE, JOSE MIGUEL CARRERA, JUAN MARTINEZ",-20.2264537,-70.1460977
"IQUIQUE, CAPITAN ROBERTO PEREZ, 808.0",-20.2381169,-70.1496265
"IQUIQUE, JOSE JOAQUIN PEREZ, PATRICIO LINCH",-20.2223397,-70.1515796
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, PATRICIO LYNCH, MANUEL BULNES",-20.2194203,-70.1514677
"IQUIQUE, COSTANERA, PASAJE EL MORRO",-20.2307033,-70.1356692
"IQUIQUE, AVENIDA ALEJANDRIA, LOCAL 22 MZ 1",-20.2055919,-70.1335815
"IQUIQUE, ANIBAL PINTO, SERRANO",-20.2167578,-70.1528862
"IQUIQUE, MOISES GONZALEZ, VIDELA",-20.2104108,-70.1420582
"ALTO HOSPICIO, AVDA. LAS AMERICAS, AVDA. UNION EUROPEA",-20.2956503,-70.1022103
"IQUIQUE, AV. ARTURO PRAT, VIA LOCAL UNO",-20.244478,-70.1410328
"IQUIQUE, 21 DE MAYO, BERNARDO OHIGGINS",-20.2189238,-70.1420816
POZO ALMONTE,-20.2570503,-69.7857064
HUARA,-19.995924,-69.7712417
"ALTO HOSPICIO, LOS CONDORES, CERRO TARAPACA",-20.2743469,-70.0972785
"IQUIQUE, AV. MANUEL BALMACEDA, 2754.0",-20.2645538,-70.1242542
"IQUIQUE, CALLE DOS, 4576.0",-20.2748883,-70.1038276
"IQUIQUE, DOS ORIENTE, 4713.0",-20.2799047,-70.1243021
HUARA,-19.995924,-69.7712417
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, ERRAZURIZ, THOMPSON",-20.2152505,-70.1435156
"IQUIQUE, ERRAZURIZ, 575.0",-20.223578,-70.1440132
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, AV. LA TIRANA, PRIMERAS PIEDRAS",-20.2416031,-70.1281104
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, AV. ARTURO PRAT, VIA UNO",-20.2919344,-70.1276743
"IQUIQUE, MANZANA 20, PUERTA 13",-20.2078741,-70.129241
HUARA,-19.995924,-69.7712417
"IQUIQUE, AV. SALVADOR ALLENDE, AV. MANUEL CASTRO RAMOS",-20.2396655,-70.1345536
"IQUIQUE, CASTRO RAMOS, CERRO DRAGON",-20.2443662,-70.129305
"ALTO HOSPICIO, LOS CASTAÑOS, LA PAMPA",-20.2686722,-70.1049169
"IQUIQUE, AV. LA TIRANA, QUEBRADA BLANCA",-20.2684928,-70.125358
"IQUIQUE, 21 DE MAYO, MANUEL RODRIGUEZ",-20.2236518,-70.1423787
"IQUIQUE, AV. FRANCISCO VERGARA, MANUEL JESUS SILVA",-20.2534583,-70.133197
"IQUIQUE, ERRAZURIZ, 857.0",-20.223578,-70.1440132
"IQUIQUE, AV. FRANCISCO BILBAO, DOCTOR JUAN NOE",-20.2631993,-70.1281475
"IQUIQUE, ARTURO PEREZ CANTO, HERNAN FUENZALIDA",-20.2288673,-70.1384204
"IQUIQUE, AV.ARTURO PRAT, AV. TADEO HAENKE",-20.2404198,-70.1372473
"ALTO HOSPICIO, SAN DONATO, SANTA ROSA",-20.2768172,-70.1044794
"IQUIQUE, AV. ARTURO PRAT, CAMINO A LA PLAYA",-20.2599317,-70.1323862
"ALTO HOSPICIO, SANTA PAULA, SANTA TERESA",-20.2768892,-70.0936461
"IQUIQUE, GENARO GALLO, PEDRO AGUIRRE CERDA",-20.2407401,-70.1408296
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, CAPITAN ROBERTO PEREZ, 2777.0",-20.2381169,-70.1496265
"IQUIQUE, AV. LA TIRANA, 3242.0",-20.2543166,-70.1260602
"IQUIQUE, AV. TADEO HAENKE, AV. HEROES DE LA CONCEPCION",-20.238243,-70.1441106
"IQUIQUE, ARTURO PRAT CHACON, TOMAS BONILLA",-20.2273588,-70.1480139
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, ELEUTERIO RAMIREZ, ORELLA",-20.2204813,-70.149581
"IQUIQUE, AMUNATEGUI, SAN MARTIN",-20.2127397,-70.1461596
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, AV. HEROES DE LA CONCEPCION, LOS LILENES",-20.2346484,-70.1426931
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, LAS AMERICAS, UNION EUROPEA",-20.2686722,-70.1049169
