Direccion,LATITUD,LONGITUD
"IQUIQUE, ORELLA, JUAN MARTINEZ",-20.2206842,-70.1455402
"IQUIQUE, SECTOR AGROPECUARIO  SUR, 0.0",-20.2678103,-70.1237243
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 2510.0",-20.2885751,-70.0840983
"IQUIQUE, TADEO HEANKE, PEDRO PRADO",-20.2414031,-70.1341858
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, JUAN MARTINEZ, 783.0",-20.2193478,-70.1454167
"IQUIQUE, PROGRESO, HERNAN FUENZALIDA",-20.2287562,-70.1313428
"IQUIQUE, GENARO GALLO, TOMAS BONILLA",-20.2278116,-70.1373664
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 3115.0",-20.2885751,-70.0840983
"IQUIQUE, CHIPANA, RANCAGUA",-34.1710586,-70.7351926
"IQUIQUE, ARTURO PRAT, DIEGO PORTALES",-20.2307105,-70.1371321
"IQUIQUE, ARTURO PRAT, SAGASCA",-20.245836,-70.1401573
"IQUIQUE, CIRCUNVALACION, SERRANO",-20.2138472,-70.1440474
"IQUIQUE, PATRICIO LYNCH, SOTOMAYOR",-20.2154369,-70.1513951
"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS DATILES",-20.2642587,-70.1057858
"ALTO HOSPICIO, LOS ALAMOS, 2955.0",-20.258896,-70.0855442
"IQUIQUE, TADEO HEANKE, HEROES DE LA CONCEPCION",-20.2379949,-70.1442259
"ALTO HOSPICIO, LOS ALAMOS, TENIENTE HERNAN MERINO CORREA",-20.2686722,-70.1049169
"IQUIQUE, OSCAR BONILLA, AMUNATIGUI",-20.2307033,-70.1356692
"IQUIQUE, GOMEZ CARREÑO, 2386.0",-20.2333352,-70.1324357
ALTO HOSPICIO,-20.2686722,-70.1049169
"ALTO HOSPICIO, LOS GUINDALES, LOS LIMONEROS",-20.2619648,-70.1024486
"IQUIQUE, MANUEL BULNES, SALVADOR ALLENDE",-20.2201543,-70.1353452
"IQUIQUE, SALADERO, 3671.0",-20.2307033,-70.1356692
"ALTO HOSPICIO, PAMPA UNION, SAN DONATO",-20.2758207,-70.1041298
"IQUIQUE, PRAT INTERIOR, 0.0",-20.2307033,-70.1356692
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, PEDRO PRADO, DIEGO PORTALES",-20.2307248,-70.1356851
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, RANCAGUA, 2743.0",-34.1740849,-70.7569768
"IQUIQUE, VIA 1, 0.0",-20.2925294,-70.1251716
"IQUIQUE, HEROS DE LA CONCEPCION, 0.0",-20.2307033,-70.1356692
"IQUIQUE, RANCAGUA, 2773.0",-34.1740849,-70.7569768
"ALTO HOSPICIO, MONTE LOS OLIVOS, 2753.0",-20.2572284,-70.1001033
"ALTO HOSPICIO, LOS ALAMOS, LOS LIMONEROS",-20.2631102,-70.1010137
"IQUIQUE, GENARO GALLO, TADEO HAENKE",-20.2394749,-70.1403552
"IQUIQUE, PASEO BAQUEDANO, ZEGERS",-20.2173073,-70.1520816
"IQUIQUE, ARTURO FERNANDEZ, SAN MARTIN",-20.2128413,-70.1440078
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, DIEGO PORTALES, COLO COLO",-20.2306665,-70.1371297
IQUIQUE,-20.2307033,-70.1356692
"ALTO HOSPICIO, LOS NOGALES, 2955.0",-20.2663191,-70.0996867
"IQUIQUE, AEROPUERTO, TADEO HEANKE",-20.2404198,-70.1372473
"IQUIQUE, PROGRESO, 116.0",-20.2243231,-70.1331496
"IQUIQUE, SALVADOR ALLENDE, PEDRO PRADO",-20.2646501,-70.125568
"IQUIQUE, ROTONDA EL  PAMPINO, 0.0",-20.2208561,-70.1319844
"IQUIQUE, HEROS DE LA CONCEPCION, HERNAN FUENZALIDA",-20.2287626,-70.140574
"ALTO HOSPICIO, A616, 6.0",-20.2510389,-70.0928376
"IQUIQUE, ZEGERS, 21 DE MAYO",-20.2178506,-70.1419968
"IQUIQUE, SERRANO, VIVAR",-20.2135226,-70.1485122
"IQUIQUE, PATRICIO LYNCH, GOROSTIAGA",-20.2158858,-70.1514135
"IQUIQUE, HEROS DE LA CONCEPCION, LAMIRANTE LATORRE",-20.2173917,-70.1391838
"ALTO HOSPICIO, ALEMANIA, SUECIA",60.128161,18.643501
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, CIRCUNVALACION, SALITRERA BRACH",-20.2106118,-70.1320858
"IQUIQUE, ESTACION PINTADO, 2541.0",-20.2333097,-70.1291668
"ALTO HOSPICIO, MANZANA 3 FRENTE SITIO, 9.0",-20.2686722,-70.1049169
"IQUIQUE, SALAVADOR ALLENDE, OHIGGINS",-20.2193218,-70.1347013
"IQUIQUE, ZEGERS, ARTURO FERNANADEZ",-20.2177479,-70.1442373
ALTO HOSPICIO,-20.2686722,-70.1049169
"ALTO HOSPICIO, JAVIERA CARRERA, ADELA ZAMUDIO",-20.2823647,-70.1002538
"IQUIQUE, ARTURO PRAT, GOROSTIAGA",-20.2141572,-70.1548644
"IQUIQUE, JOSE FRANCISCO VERGARA, 3541.0",-20.2487975,-70.1346724
"IQUIQUE, PLAYA HUAYQUIQUE, 0.0",-20.2798817,-70.1298027
"IQUIQUE, FRANCISCO VERGARA, RAMON PEREZ OPAZO",-20.255036,-70.1327603
"IQUIQUE, LAS CABRAS, LUIA JASPARD",-20.2102697,-70.1331398
"IQUIQUE, AEROPUERTO, 0.0",-20.2307033,-70.1356692
"IQUIQUE, EL TAMARUGAL, 2240.0",-20.2448205,-70.1266967
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, BARROS ARANA, 76.0",-20.2175833,-70.1474318
"IQUIQUE, COLON, BARCELO",-20.2061637,-70.1371004
"IQUIQUE, CIRCUNVALACION, LA TIRANA",-20.3384986,-69.6583649
HUARA,-19.995924,-69.7712417
"IQUIQUE, FRANCISCO BILBAO, 0.0",-20.2617337,-70.1290955
PICA,,
"IQUIQUE, ARTURO PRAT, VIA 1",-20.2919344,-70.1276743
"IQUIQUE, OHIGGINS, HEROES DE LA CONCEPCION",-20.2111906,-70.1384119
"IQUIQUE, ESMERALDA, ELEUTERIO RAMIREZ",-20.2184918,-70.1494876
"IQUIQUE, PEDRO PRADO, MANUEL BULNES",-20.2201814,-70.1349026
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, SERRANO, 0.0",-20.2138472,-70.1440474
CAMINA,-19.3110655,-69.4269996
"IQUIQUE, HEROES DE LA CONCEPCION, SOTOMAYOR",-20.2111906,-70.1384119
"IQUIQUE, ZEGERS, AMUNATEGUI",-20.2176315,-70.1465983
"IQUIQUE, GOMEZ CARREÑO, 2516.0",-20.2333352,-70.1324357
"IQUIQUE, MANUEL BULNES, ANIBAL PINTO",-20.2191966,-70.1529769
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, HAMBURGO, 0.0",-20.2072383,-70.1311396
"IQUIQUE, ARTURO PRAT, 1099.0",-20.2484469,-70.1381101
ALTO HOSPICIO,-20.2686722,-70.1049169
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, PEDRO PRADO, O HIGGINS",-20.2193218,-70.1347013
"IQUIQUE, SIMON BOLIVAR, 1672.0",-20.2123239,-70.147103
"IQUIQUE, OBISPO LABBE, TARAPACA",-20.2158511,-70.1502751
"IQUIQUE, 18 DE SEPTIEMBRE, RIQUELME",-20.2307033,-70.1356692
"IQUIQUE, VIVAR, 1050.0",-20.218536,-70.1488892
PICA,,
"IQUIQUE, LUIS GASPARD, LAS CABRAS",-20.2307033,-70.1356692
"ALTO HOSPICIO, LOS ALAMOS, PAN DE AZUCAR",-20.2711844,-70.1035724
"IQUIQUE, TARAPACA, AMUNTEGUI",-20.2176315,-70.1465983
"IQUIQUE, PATRICIO LYNCH, ORELLA",-20.2203193,-70.1515539
"IQUIQUE, PLAYA BRAVA, AGUSTIN ZAVALA",-20.2421054,-70.1419923
"IQUIQUE, THOMPSON, JUAN MARTINEZ",-20.2151642,-70.1450982
"IQUIQUE, ARTURO PRAT, ROTONDA CHIPANA",-20.2558639,-70.1341592
"IQUIQUE, ERRAZURIZ, ZEGERS",-20.2177736,-70.143625
"IQUIQUE, CESPEDES Y GONZALEZ, ARTURO FERNANDEZ",-20.2245126,-70.1445436
"IQUIQUE, ARTURO FERNANDEZ, MANUEL BULNES",-20.2196748,-70.1443406
"IQUIQUE, ARTURO PEREZ CANTO, HERNAN FUENZALIDA",-20.2288673,-70.1384204
"IQUIQUE, ARTURO PRAT, DISIDERIO GARCIA",-20.2076006,-70.1438554
"IQUIQUE, CIRCUNVALACION, 65.0",-20.230544,-70.129033
"IQUIQUE, TARAPACA, VIVAR",-20.218536,-70.1488892
"ALTO HOSPICIO, JUANITA FERNANDEZ, LAS AMERICAS",-20.2812046,-70.1008192
"IQUIQUE, FRANCISCO BILBAO, PADRE HURTADO",-20.2616614,-70.129137
"IQUIQUE, TARAPACA, HEROS DE LA CONCEPCION",-20.2111906,-70.1384119
"IQUIQUE, AMUNATEGUI, 0.0",-20.2176315,-70.1465983
"IQUIQUE, HERNAN FUENZALIDA, PJE. 13 ORIENTE",-20.22909,-70.1344354
"IQUIQUE, LA TIRANA, CALLE 4",-20.2307033,-70.1356692
"ALTO HOSPICIO, SANTA PAULA, SAN AGUSTIN",-20.2779971,-70.0935576
"IQUIQUE, RAMON PEREZ OPAZO, CERRO DRAGON",-20.2526497,-70.128254
"IQUIQUE, GENARO GALLO, PLAYA BRAVA",-20.2422792,-70.1413978
"IQUIQUE, RAMIREZ, LATORRE",-20.2160808,-70.1493656
"ALTO HOSPICIO, LAS AMERICAS, CONTINENTAL",-20.2856515,-70.1024192
"IQUIQUE, DIEGO PORTALES, PJE. ARICA",-18.4782534,-70.3125988
"IQUIQUE, MANUEL RODRIGUEZ, JUAN MARTINEZ",-20.2234909,-70.1458415
HUARA,-19.995924,-69.7712417
"ALTO HOSPICIO, LOS CASTAÑOS, 3107.0",-20.2686722,-70.1049169
"IQUIQUE, GALVARINO, 1730.0",-20.2269186,-70.1362265
HUARA,-19.995924,-69.7712417
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, PEDRO GAMBONI, PLAYA BRAVA",-20.2432281,-70.1385607
"IQUIQUE, HEROS DE LA CONCEPCION, DIEGO PORTALES",-20.2307033,-70.1356692
ALTO HOSPICIO,-20.2686722,-70.1049169
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, 18 DE SEPTIEMBRE, LIBERTAD",-20.2307033,-70.1356692
"IQUIQUE, JOSE MIGUEL CARRERA, 18 DE SEPTIEMBRE",-20.2266274,-70.1421023
"ALTO HOSPICIO, TARAPACA, 2793.0",-20.2686722,-70.1049169
"ALTO HOSPICIO, CIRCUNVALACION, POROMA",-20.2675,-70.1097254
"IQUIQUE, SALVADOR ALLENDE, PEDRO GAMBONI",-20.2364664,-70.1360525
"ALTO HOSPICIO, MANZANA 2 SITIO, 5.0",-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, PEDRO DE VALDIVIA, DIEGO PORTALES",-20.2306665,-70.1371297
"IQUIQUE, GRUMETE BOLADOS, PEDRO LAGOS",-20.2161035,-70.1544623
"IQUIQUE, COSTANERA, TERESA WILMS MONT",-20.2307033,-70.1356692
"ALTO HOSPICIO, 27, 4205.0",-20.2686722,-70.1049169
"IQUIQUE, THOMSON, LUIS CRUZ MARTINEZ",-20.2155912,-70.1383408
"IQUIQUE, LUIS CRUZ MARTINEZ, DIEGO PORTALES",-20.2305536,-70.1398092
"ALTO HOSPICIO, CALETERA A-16, TENIENTE HERNAN MERINO CORREA",-20.2686722,-70.1049169
"ALTO HOSPICIO, LOS CONDORES, 3771.0",-20.2719484,-70.1029629
"ALTO HOSPICIO, LOS ALAMOS, CIRCUNVALACION",-20.2686722,-70.1049169
"IQUIQUE, LAS ROZAS, 2097.0",-20.2307033,-70.1356692
"IQUIQUE, SARGENTO ALDEA, 1470.0",-20.2162049,-70.1418754
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 3138.0",-20.2885751,-70.0840983
"IQUIQUE, CIRCUNVALACION, SITIO 3-4",-20.2307033,-70.1356692
"IQUIQUE, CIRCUNVALACION, SALITRERA VICTORIA",-20.248795,-70.1299637
"IQUIQUE, SERRANO, ELEUTERIO RAMIREZ",-20.2134363,-70.1492941
"IQUIQUE, LUIS URIBE, SERRANO",-20.2307033,-70.1356692
"ALTO HOSPICIO, LOS ALAMOS, LOS NARANJOS",-20.2655426,-70.1015785
IQUIQUE,-20.2307033,-70.1356692
"ALTO HOSPICIO, LA PAMPA, RESURRECCION",-20.2686722,-70.1049169
"ALTO HOSPICIO, LOS CONDORES, SALITRERA IRIS",-20.2736111,-70.0990675
"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS ALAMOS",-20.2666181,-70.1028585
"IQUIQUE, JUAN MARTINEZ, TOMAS BONILLA",-20.2274454,-70.1461888
"ALTO HOSPICIO, CIRCUNVALACION, CALETERA A-16",-20.2671328,-70.0874421
"ALTO HOSPICIO, CALETERA A-16, LAS AMERICAS",-20.2868313,-70.1029781
"IQUIQUE, HEROES DE LA CONCEPCION, JOSE JOAQUIN PEREZ",-20.2227905,-70.1396443
"ALTO HOSPICIO, CIRCUNVALACION, CALETERA A-16",-20.2671328,-70.0874421
"IQUIQUE, AEROPUERTO, LAS ACHIRAS",-20.2339266,-70.1396956
"ALTO HOSPICIO, PAPOSO, UJINA",-20.2714146,-70.1088711
"ALTO HOSPICIO, RAMON PEREZ OPAZO, SANTA ROSA",-20.2701972,-70.1009113
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, MONTE LOS OLIVOS, LA CAMPAN",-20.2686722,-70.1049169
"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS ALAMOS",-20.2666181,-70.1028585
"ALTO HOSPICIO, DETECTIVE CUBILLOS, 3111.0",-20.2913043,-70.0901209
"IQUIQUE, SALAVADOR ALLENDE, PLAYA EL AGUILA",-20.25145,-70.1319383
"IQUIQUE, SALVADOR ALLENDE, PLAYA EL AGUILA",-20.25145,-70.1319383
"IQUIQUE, ARTURO FERNANDEZ, CESPEDES Y GONZALEZ",-20.2245126,-70.1445436
"ALTO HOSPICIO, LOS KIWIS, LOS DATILES",-20.2653347,-70.1067451
"IQUIQUE, MANUEL RODRIGUEZ, 0.0",-20.2236,-70.1434542
"ALTO HOSPICIO, SANTA ROSA DE MOLLE, SANTA JIMENA",-20.2802998,-70.0983858
"IQUIQUE, PEDRO PRADO, MANUEL BULNES",-20.2201814,-70.1349026
"IQUIQUE, PEDRO PRADO, HERNAN FUENZALIDA",-20.2290311,-70.135502
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, FRANCISCO VERGARA, OSSANDON",-20.2487248,-70.1346901
"IQUIQUE, SANTA MARTA, HAMBURGO",-20.2062633,-70.1315657
ALTO HOSPICIO,-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, MANUEL RODRIGUEZ, ARTURO FERNANDEZ",-20.223557,-70.1445012
HUARA,-19.995924,-69.7712417
"IQUIQUE, VIVAR, JOSE JOAQUIN PEREZ",-20.2224134,-70.1492067
"IQUIQUE, GRUMETE BOLADOS, COVADONGA",-20.2157738,-70.1552244
"IQUIQUE, CERRO DRAGON, 2982.0",-20.2455526,-70.1292691
"ALTO HOSPICIO, JUANITA FERNANDEZ, LAS AMERICAS",-20.2812046,-70.1008192
"IQUIQUE, ARTURO FERNANDEZ, SAN MARTIN",-20.2128413,-70.1440078
"ALTO HOSPICIO, LAS AMERICAS, SANTA MARIA",-20.2847174,-70.1022289
"IQUIQUE, ARTURO PRAT, HEROES DE LA CONCEPCION",-20.2265534,-70.1400001
"IQUIQUE, OBISPO LABBE, RIQUELME",-20.2213589,-70.1504909
"IQUIQUE, DIEGO PORTALES, HEROS DE LA CONCEPCION",-20.2111906,-70.1384119
"ALTO HOSPICIO, LOS CONDORES, TARAPACA",-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, PEDRO PRADO, PLAYA EL AGUILA",-20.25145,-70.1319383
"IQUIQUE, EL ALMENDRAL, 2764.0",-20.2356166,-70.1425673
"IQUIQUE, LA TIRANA, 3248.0",-20.2307033,-70.1356692
PICA,,
"IQUIQUE, ARTURO PRAT, SAGASCA",-20.245836,-70.1401573
POZO ALMONTE,-20.2570503,-69.7857064
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, HEROES DE LA CONCEPCION, DIEGO PORTALES",-20.2300539,-70.1409672
ALTO HOSPICIO,-20.2686722,-70.1049169
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, PILOTO PARDO, ARTURO PEREZ CANTO",-20.2133185,-70.1365911
"IQUIQUE, DIEGO PORTALES, 2075.0",-20.2306665,-70.1371297
"ALTO HOSPICIO, LOS PERALES, LOS ALAMOS",-20.2686722,-70.1049169
"IQUIQUE, TADEO HEANKE, ARTURO PRAT",-20.2440491,-70.1405831
"ALTO HOSPICIO, JUANITA FERNANDEZ, LAS AMERICAS",-20.2812046,-70.1008192
"IQUIQUE, LAGUNA VERDE, PLAYA BLANCA",-20.2463704,-70.1253627
"IQUIQUE, 12 DE FEBRERO, 1845.0",-20.2307033,-70.1356692
"IQUIQUE, ARTURO PRAT, SAGASCA",-20.245836,-70.1401573
ALTO HOSPICIO,-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, PEDRO PRADO, 0.0",-20.2396655,-70.1345536
POZO ALMONTE,-20.2570503,-69.7857064
HUARA,-19.995924,-69.7712417
"IQUIQUE, OBISPO LABBE, MANUEL RODRIGUEZ",-20.2233179,-70.1505699
"IQUIQUE, ARTURO FERNANDEZ, ESMERALDA",-20.2118077,-70.1439964
"IQUIQUE, ARTURO PRAT, JOSE MIGUEL CARRERA",-20.2263676,-70.1487918
POZO ALMONTE,-20.2570503,-69.7857064
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, ROTONDA BAJO MOLLE, ARTURO PRAT",-20.2891002,-70.1278329
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, LOS CONDORES, CIRCUNVALACION",-20.2686722,-70.1049169
"IQUIQUE, SERRANO, ANIBAL PINTO",-20.2131798,-70.1528114
COLCHANE,-19.2761393,-68.6388049
"IQUIQUE, AV.CAMPO DEPORTE, MARGARITA NARANJO",-20.2257999,-70.1314802
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, PRESIDENTE RETAMALES",-20.2725735,-70.093603
"IQUIQUE, SERRANO, ANIBAL PINTO",-20.2131798,-70.1528114
"IQUIQUE, CALLE VIA 3, 2254.0",-20.2903898,-70.1256724
"IQUIQUE, AV. LA TIRANA, 3670.0",-20.2543166,-70.1260602
"IQUIQUE, AV.CHIPANA, AV. ARTURO PRAT",-20.244478,-70.1410328
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, LATORRE, AMUNATEGUI",-20.2167846,-70.1463308
"IQUIQUE, TADEO HANKE, CERRO DRAGON",-20.2455526,-70.1292691
POZO ALMONTE,-20.2570503,-69.7857064
PICA,,
"IQUIQUE, serrano, obispo labbe",-20.2132565,-70.150245
"ALTO HOSPICIO, LAS AMERICAS, SANTA MARIA",-20.2847174,-70.1022289
"IQUIQUE, LATORRE, PASAJE PUEBLO NUEVO",-20.2175553,-70.1365889
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, LOS ALAMOS",-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, NICARAGUA, 4135.0",-20.2686722,-70.1049169
"IQUIQUE, AV. ARTURO PRAT, ROTONDA CAVANCHA",-20.2295582,-70.1467544
"IQUIQUE, AV. ARTURO PRAT (EX ESTADIO CAVANCHA), 2755.0",-20.2351375,-70.1456803
"IQUIQUE, HEROES DE LA CONCEPCION, HERNAN FUENZALIDA",-20.2287626,-70.140574
"IQUIQUE, PÈDRO, 2510.0",-20.2404258,-70.1374811
"ALTO HOSPICIO, LOS TAMARUGOS, LOS KIWIS",-20.268833,-70.1028797
"ALTO HOSPICIO, LOS TAMARUGOS, RAMON PEREZ OPAZO",-20.2697694,-70.1037044
"IQUIQUE, GENARO GALLO, LAS ROSAS",-20.2373067,-70.139562
"IQUIQUE, SANTIAGO POLANCO, 2551.0",-20.2466747,-70.1321136
"ALTO HOSPICIO, ISABEL RIQUELME, AMANDA BRIEVA",-20.2686722,-70.1049169
"IQUIQUE, AV. ARTURO PRAT, BERNARDO O HIGGINS",-20.2181701,-70.1551829
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, BERNARDO OHIGGINS, ANIBAL PINTO",-20.2182824,-70.1529419
"IQUIQUE, MANUEL RODRIGUEZ, BARROS ARANA",-20.2233991,-70.1475434
"IQUIQUE, AV. ARTURO PRAT, 1670.0",-20.244478,-70.1410328
ALTO HOSPICIO,-20.2686722,-70.1049169
PICA,,
"ALTO HOSPICIO, LOS ALAMOS, RAMON PEREZ OPAZO",-20.2662643,-70.1027994
HUARA,-19.995924,-69.7712417
HUARA,-19.995924,-69.7712417
"IQUIQUE, AV. ARTURO PRAT, OBISPO  LABBE",-20.2077765,-70.1498863
"ALTO HOSPICIO, LAS AMERICAS, CONTINENTAL",-20.2856515,-70.1024192
"IQUIQUE, HEROES DE LA CONCEPCION, LAS ROSAS",-20.2355112,-70.143292
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS ALAMOS",-20.2666181,-70.1028585
"IQUIQUE, PEDRO VALDIVIA, IGNACIO CARRERA PINTO",-20.2334983,-70.133845
"ALTO HOSPICIO, VIA TRONCAL, AV. TENIENTE HERANA MERINO CORREA",-20.273488,-70.0931295
"IQUIQUE, BUGANBILIAS, ACHIRAS",-20.234089,-70.1391688
"IQUIQUE, CERRO COLORADO, 3787.0",-20.2663509,-70.1274684
HUARA,-19.995924,-69.7712417
POZO ALMONTE,-20.2570503,-69.7857064
"ALTO HOSPICIO, LOS TAMARUGOS, LOS KIWIS",-20.268833,-70.1028797
"IQUIQUE, AV. LA TIRANA, ROTONDA CHIPANA",-20.2543166,-70.1260602
"IQUIQUE, ZEGERS, 777.0",-20.2177736,-70.143625
"IQUIQUE, SOTOMAYOR, OSCAR BONILLA",-20.2111121,-70.1399327
"ALTO HOSPICIO, CHINA, FRANCIA",46.227638,2.213749
"ALTO HOSPICIO, LAS AMERICAS, DETECTIVE MARTIR CUBILLO",41.1208698,-3.9084976
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, PADRE HURTADO, AV. ARTURO PRAT",-20.2625059,-70.130789
"IQUIQUE, AV. PROGRESO, 2083.0",-20.2243231,-70.1331496
"IQUIQUE, FRANCISCO BILBAO, AV. LA TIRANA",-20.2543166,-70.1260602
"IQUIQUE, SERRANO, PATRICIO LYNCH",-20.2130592,-70.1513845
"IQUIQUE, PEDRO GAMBONI, TADEO HAENKE",-20.2403508,-70.1374555
"IQUIQUE, SANTA CRUZ, 47.0",-20.203053,-70.1357802
"ALTO HOSPICIO, ALTO MOLLE, CALLE UNO",-20.275186,-70.1014554
"IQUIQUE, MANUEL BULNES, ROTONDA EL PAMPINO",-20.2208561,-70.1319844
PICA,,
"IQUIQUE, PEDRO LAGOS, GRUMETE BOLADO",-20.2161035,-70.1544623
"IQUIQUE, LIBERTAD, BARROS ARANA",-20.2253401,-70.1477104
"IQUIQUE, ORELLA, VIVAR",-20.2205113,-70.149037
ALTO HOSPICIO,-20.2686722,-70.1049169
POZO ALMONTE,-20.2570503,-69.7857064
POZO ALMONTE,-20.2570503,-69.7857064
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, HEROES DE LA CONCEPCION, 2555.0",-20.2111906,-70.1384119
"IQUIQUE, PEDRO PRADO, CALLE TRES",-20.2590892,-70.1285855
"IQUIQUE, O HIGGINS, OBISPO LABBE",-20.2184392,-70.1503783
"ALTO HOSPICIO, LOS ALMENDROS, LOS GUINDALES",-20.264018,-70.1043898
"ALTO HOSPICIO, LOS CONDORES, SALITRERA IRIS",-20.2736111,-70.0990675
"IQUIQUE, PEDRO PRADO, BULNES",-20.2201814,-70.1349026
"IQUIQUE, LIBERTAD, VIVAR",-20.218536,-70.1488892
HUARA,-19.995924,-69.7712417
"ALTO HOSPICIO, MONTE LOS OLIVOS, LOS ALAMOS",-20.2686722,-70.1049169
"ALTO HOSPICIO, CIRCUNVALACION, TILIVICHE",-20.2776575,-70.1084981
"IQUIQUE, VIDELA, 974.0",-20.2103142,-70.1439145
"IQUIQUE, BICENTENARIO, LAS CABRAS",-20.2082914,-70.1406124
HUARA,-19.995924,-69.7712417
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, ORELLA, AMUNATEGUI",-20.2206303,-70.146763
"IQUIQUE, BAQUEDANO, O HIGGINS",-20.2182922,-70.1521233
"IQUIQUE, CESPEDES Y GONZALEZ, ARTURO FERNANDEZ",-20.2245126,-70.1445436
"ALTO HOSPICIO, MARINA BRAVO, 0.0",-20.2686722,-70.1049169
"IQUIQUE, SERRANO, OBISPO LABBE",-20.2132565,-70.150245
"IQUIQUE, AV. ARTURO PRAT, 4TA. ZONA NAVAL",-20.2074469,-70.1491494
"IQUIQUE, LIBERTAD, 21 DE MAYO",-20.2307033,-70.1356692
"IQUIQUE, HEROES DE LA CONCEPCION",-20.2111906,-70.1384119
"IQUIQUE, HEROES DE LA CONCEPCION, TOMAS BONILLA",-20.2276843,-70.1402925
"IQUIQUE, BULNES, PEDRO PRADO",-20.2201814,-70.1349026
"IQUIQUE, REINA MAR, DOS ORIENTE",-20.2802266,-70.1243199
"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, ANGEL PRIETO",-20.2758363,-70.0918003
"ALTO HOSPICIO, LAS AMERICAS, CARMELA CARVAJAL",-20.2800542,-70.1007563
"IQUIQUE, GENARO GALLO, TOMAS BONILLA",-20.2278116,-70.1373664
"IQUIQUE, AV. ARTURO PRAT, PLAYA EL AGUILA",-20.244478,-70.1410328
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, ARTURO FERNANDEZ, SAN MARTIN",-20.2128413,-70.1440078
"IQUIQUE, SAN MARTIN, ARTURO FERNANDEZ",-20.2128413,-70.1440078
"IQUIQUE, LAS AMERICAS",-20.2901059,-70.1042119
"ALTO HOSPICIO, LOS ALAMOS, LOS KIWIS",-20.2670851,-70.1046047
"IQUIQUE, SOTOMAYOR, BARROS ARANA",-20.2108726,-70.1470607
ALTO HOSPICIO,-20.2686722,-70.1049169
"IQUIQUE, PSJE. SIETE, 3642.0",-20.2458717,-70.1283109
IQUIQUE,-20.2307033,-70.1356692
"IQUIQUE, HEROES DE LA CONCEPCION, MANUEL BULNES",-20.2199419,-70.1393996
IQUIQUE,-20.2307033,-70.1356692
POZO ALMONTE,-20.2570503,-69.7857064
"IQUIQUE, AEROPUERTO, AV. ARTURO PRAT",-20.244478,-70.1410328
"ALTO HOSPICIO, EL SALITRE, TENIENTE HERNAN MERINO CORREA",-20.2711142,-70.0943765
"IQUIQUE, AV. ARTURO PRAT, GENARO GALLO",-20.2431573,-70.1421653
"ALTO HOSPICIO, SANTA MARIA, 3022.0",-20.2842259,-70.0994111
"IQUIQUE, PEDRO PRADO, CAMPO DEPORTE",-20.2225972,-70.1350708
"IQUIQUE, PASAJE SARA, CHINTAGUAY",-20.2265601,-70.134051
