X,Y,FID,Ano,Idaccident,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Fecha,Cód_Comun,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa__CON,Cód_Cau_1,Causa,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,hora1
-70.099518,-20.251484,1,2019,1224116,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,A-616, ,3010,-20.251484,-70.099518,1,2019/08/15 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,12,FALLAS MECANICAS,1,FALLAS MECANICAS FRENOS,1,1,2,BIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,0,0,0,0,13:00:00
-70.108345,-20.299633,2,2019,1173898,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,ALTOS DEL SUR, ,2,-20.299633,-70.108345,1,2019/02/27 00:00:00+00,1107,53,CHOQUE POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,1,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,15:00:00
-70.104507,-20.259193,3,2019,1246030,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CALLE CINCO, ,3451,-20.259193,-70.104507,1,2019/11/26 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,1,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,19:00:00
-70.108017,-20.274246,4,2019,1195665,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CALLE UNO, ,2697,-20.274246,-70.108017,1,2019/05/11 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,18:00:00
-70.104874,-20.259291,5,2019,1210472,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CALLE UNO, ,2924,-20.259291,-70.104874,1,2019/07/12 00:00:00+00,1107,10,ATROPELLO,10,ATROPELLO,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,19:03:00
-70.104874,-20.259291,6,2019,1216510,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CALLE UNO, ,3624,-20.259291,-70.104874,1,2019/07/25 00:00:00+00,1107,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,20:40:00
-70.102371,-20.269693,7,2019,1226387,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CHACA, ,3058,-20.269693,-70.102371,1,2019/09/09 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,13:30:00
-70.107918,-20.27817,8,2019,1194386,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CIRCUNVALACION, ,3526,-20.27817,-70.107918,1,2019/05/18 00:00:00+00,1107,30,COLISION,30,COLISION,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,3,17:50:00
-70.109589,-20.274548,9,2019,1194379,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CIRCUNVALACION, ,2952,-20.274548,-70.109589,1,2019/05/19 00:00:00+00,1107,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,2,2,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,21:15:00
-70.109589,-20.274548,10,2019,1236140,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,CIRCUNVALACION, ,2894,-20.274548,-70.109589,1,2019/10/14 00:00:00+00,1107,30,COLISION,30,COLISION,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,07:50:00
-70.096169,-20.291718,11,2019,1253609,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,COLTAUCO, ,3266,-20.291718,-70.096169,1,2019/12/29 00:00:00+00,1107,65,CHOQUE LADO/LADO,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,06:30:00
-70.108681,-20.251015,12,2019,1245068,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,EL ALTO, ,2228,-20.251015,-70.108681,1,2019/11/17 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,13:50:00
-70.10598,-20.267796,13,2019,1189172,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,ESMERALDA, ,2954,-20.267796,-70.10598,1,2019/04/04 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,08:15:00
-70.103218,-20.269587,14,2019,1240045,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,ESMERALDA, ,3130,-20.269587,-70.103218,1,2019/10/19 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,19:20:00
-70.090385,-20.276649,15,2019,1247610,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,ESPERANZA, ,28,-20.276649,-70.090385,1,2019/12/05 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,1,0,1,UNIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,0,0,0,0,02:00:00
-70.105721,-20.2911,16,2019,1231665,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,ESTADOS UNIDOS, ,3071,-20.2911,-70.105721,1,2019/09/28 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,84,CARGA SOBRESALE ESTRUCTURA VEHICULO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,11:00:00
-70.106407,-20.289265,17,2019,1242995,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,GABRIELA MISTRAL, ,4249,-20.289265,-70.106407,1,2019/11/11 00:00:00+00,1107,64,CHOQUE LADO/FRENTE,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,17:00:00
-70.103111,-20.287527,18,2019,1158070,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS AMERICAS, ,4334,-20.287527,-70.103111,1,2019/01/01 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,09:50:00
-70.103111,-20.287527,19,2019,1159199,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS AMERICAS, ,4490,-20.287527,-70.103111,1,2019/01/01 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,23:50:00
-70.101936,-20.28351,20,2019,1218756,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS AMERICAS, ,4049,-20.28351,-70.101936,1,2019/08/04 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,09:20:00
-70.102074,-20.284599,21,2019,1240574,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS AMERICAS, ,4052,-20.284599,-70.102074,1,2019/10/25 00:00:00+00,1107,30,COLISION,30,COLISION,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,10:55:00
-70.106888,-20.263632,22,2019,1205738,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS FRUTILLAS, ,2840,-20.263632,-70.106888,1,2019/06/07 00:00:00+00,1107,10,ATROPELLO,10,ATROPELLO,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,23:00:00
-70.089119,-20.278744,23,2019,1163124,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS PARCELAS, ,4018,-20.278744,-70.089119,1,2019/01/13 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,1,1,2,BIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,0,0,0,0,03:50:00
-70.095711,-20.266775,24,2019,1191430,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS PARCELAS, ,1,-20.266775,-70.095711,1,2019/04/07 00:00:00+00,1107,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,1,1,2,BIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,0,0,0,0,02:30:00
-70.092194,-20.272882,25,2019,1195696,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS PARCELAS, ,22,-20.272882,-70.092194,1,2019/05/24 00:00:00+00,1107,10,ATROPELLO,10,ATROPELLO,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,1,1,2,BIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,1,0,0,0,10:05:00
-70.090561,-20.275566,26,2019,1205770,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LAS PARCELAS, ,4166,-20.275566,-70.090561,1,2019/06/10 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,1,2,BIDIRECCIONAL,6,TIERRA,2,REGULAR,0, ,1,DESPEJADO,0,0,0,0,08:50:00
-70.102562,-20.26569,27,2019,1159287,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS ALMENDROS, ,2951,-20.26569,-70.102562,1,2019/01/03 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,12:30:00
-70.100716,-20.26852,28,2019,1218589,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS ALMENDROS, ,3133,-20.26852,-70.100716,1,2019/08/01 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,06:20:00
-70.100456,-20.268946,29,2019,1233299,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS ALMENDROS, ,3153,-20.268946,-70.100456,1,2019/10/04 00:00:00+00,1107,10,ATROPELLO,10,ATROPELLO,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,20:30:00
-70.103104,-20.265224,30,2019,1248894,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS ALMENDROS, ,2937,-20.265224,-70.103104,1,2019/12/06 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,20:50:00
-70.106949,-20.25565,31,2019,1205783,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS AROMOS, ,2510,-20.25565,-70.106949,1,2019/06/11 00:00:00+00,1107,65,CHOQUE LADO/LADO,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,15:00:00
-70.145447,-20.238081,32,2019,1183214,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS CONDORES, ,3789,-20.238081,-70.145447,1,2019/03/24 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,01:50:00
-70.106949,-20.25565,33,2019,1216171,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS CONDORES, ,3012,-20.25565,-70.106949,1,2019/07/26 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,11:30:00
-70.106949,-20.25565,34,2019,1224327,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS CONDORES, ,3774,-20.25565,-70.106949,1,2019/09/03 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,13:00:00
-70.102364,-20.2649,35,2019,1165780,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS NARANJOS, ,2942,-20.2649,-70.102364,1,2019/01/30 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,12,FALLAS MECANICAS,1,FALLAS MECANICAS FRENOS,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,16:00:00
-70.105453,-20.262611,36,2019,1245079,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS NARANJOS, ,2115,-20.262611,-70.105453,1,2019/11/21 00:00:00+00,1107,30,COLISION,30,COLISION,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,19:30:00
-70.100739,-20.264408,37,2019,1219672,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS NOGALES, ,2960,-20.264408,-70.100739,1,2019/08/05 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,18:45:00
-70.101334,-20.263466,38,2019,1231716,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS PARRONES, ,2938,-20.263466,-70.101334,1,2019/09/22 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,21:30:00
-70.10437,-20.266951,39,2019,1253490,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,LOS POMELOS, ,3035,-20.266951,-70.10437,1,2019/12/23 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,4,ALCOHOL EN CONDUCTOR,24,CONDUCCION EN ESTADO DE EBRIEDAD,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,13:45:00
-70.099876,-20.257694,40,2019,1191416,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,MONTE LOS OLIVOS, ,2847,-20.257694,-70.099876,1,2019/04/06 00:00:00+00,1107,30,COLISION,30,COLISION,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,14:30:00
-70.098602,-20.259041,41,2019,1205775,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,MONTE LOS OLIVOS, ,2891,-20.259041,-70.098602,1,2019/06/10 00:00:00+00,1107,10,ATROPELLO,10,ATROPELLO,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,17:45:00
-70.1017,-20.255453,42,2019,1253630,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,MONTE LOS OLIVOS, ,2739,-20.255453,-70.1017,1,2019/12/29 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,1,0,0,00:15:00
-70.096672,-20.260008,43,2019,1164305,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,NANCY CASTRO, ,4562,-20.260008,-70.096672,1,2019/01/15 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,21:00:00
-70.099106,-20.277346,44,2019,1200272,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,PAMPA UNION, ,3736,-20.277346,-70.099106,1,2019/06/01 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,15:15:00
-70.099709,-20.283594,45,2019,1191401,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,PAULA JARAQUEMADA, ,3135,-20.283594,-70.099709,1,2019/04/06 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,11:30:00
-70.096092,-20.29249,46,2019,1233301,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,RANCAGUA, ,3273,-20.29249,-70.096092,1,2019/10/04 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,18:50:00
-70.086067,-20.282463,47,2019,1179217,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,RICARDO LAGOS, ,4201,-20.282463,-70.086067,1,2019/03/19 00:00:00+00,1107,69,CHOQUE POSTERIOR/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,93,CONDUCIR VEHICULO EN RETROCESO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,15:30:00
-70.086098,-20.282408,48,2019,1224340,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,RICARDO LAGOS, ,4211,-20.282408,-70.086098,1,2019/09/03 00:00:00+00,1107,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,16:30:00
-70.097977,-20.27173,49,2019,1175048,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,SALITRERA IRIS, ,1053,-20.27173,-70.097977,1,2019/03/04 00:00:00+00,1107,65,CHOQUE LADO/LADO,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,20:00:00
-70.107445,-20.276396,50,2019,1174994,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,SALITRERA VALPARAISO, ,3475,-20.276396,-70.107445,1,2019/03/01 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,1,IMPRUDENCIA DEL CONDUCTOR,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,0,1,UNIDIRECCIONAL,1,CONCRETO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,1,15:05:00
-70.093277,-20.244202,51,2019,1205730,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,SAMARIA, ,2228,-20.244202,-70.093277,1,2019/06/06 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,13,CAUSAS NO DETERMINADAS,97,CAUSAS NO DETERMINADAS,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,18:18:00
-70.105515,-20.279575,52,2019,1191012,1,REGION TARAPACA,ALTO HOSPICIO,URBANA,SAN DONATO, ,3202,-20.279575,-70.105515,1,2019/04/05 00:00:00+00,1107,51,CHOQUE FRONTAL,40,CHOQUE,1,1,TRAMO DE VIA RECTA,9,PERDIDA CONTROL VEHICULO,95,PERDIDA CONTROL VEHICULO,1,1,2,BIDIRECCIONAL,2,ASFALTO,2,REGULAR,1,SECO,1,DESPEJADO,0,0,0,0,05:00:00
