X,Y,FID,POINT_X,POINT_Y,Idaccident,Año,Claseaccid,Fecha,Cód_Regi,Región,Cód_Comun,Comuna,Cód_Tipo,Tipo_Accid,Cód_Tip_1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa,Cód_Cau_1,Causa__CON,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Intersecci,Número,Ruta,Cód_Ruta,Ubicaci_1,Pistas_de,Pistas_d_1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Hora_1
-7809689.15259664,-2298589.23772118,1,-70.155631,-20.2156,1409189,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ARTURO PRAT,0,GRUMETE BOLADOS,ARTURO PRAT - GRUMETE BOLADOS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,01:00:00
-7807329.63580174,-2300189.62144459,2,-70.134435,-20.22909,1409196,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,HERNAN FUENZALIDA,0,13 ORIENTE,13 ORIENTE - HERNAN FUENZALIDA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:11:00
-7808735.62323436,-2299871.61682995,3,-70.147066,-20.226409,1409197,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,AMUNATEGUI,0,JOSE MIGUEL CARRERA,AMUNATEGUI - JOSE MIGUEL CARRERA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,20:40:00
-7808535.39286627,-2297539.85718228,4,-70.145267,-20.206753,1409474,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,ARTURO PRAT,0,AMUNATEGUI,AMUNATEGUI - ARTURO PRAT,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1,10:00:00
-7809228.77971052,-2298035.37639044,5,-70.151496,-20.210931,1409483,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,10,DESOBEDIENCIA A SEÑALIZACION,0,SOTOMAYOR,0,ARTURO PRAT,ARTURO PRAT - SOTOMAYOR,0,0,0,0,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,12:40:00
-7807331.68408037,-2300020.39793721,6,-70.134454,-20.227664,1410085,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,TOMAS BONILLA,0,0,- TOMAS BONILLA,2182,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:00:00
-7808240.84149363,-2300012.34253834,7,-70.142621,-20.227596,1410102,2022,1,2022/01/03 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,21 DE MAYO,0,TOMAS BONILLA,21 DE MAYO - TOMAS BONILLA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,2,0,08:30:00
-7803595.99121248,-2307508.50634892,8,-70.100895,-20.290769,1410318,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,GLADYS MARIN,0,FRANCIA,FRANCIA - GLADYS MARIN,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,4,05:30:00
-7804548.73020638,-2308306.97350623,9,-70.109454,-20.297497,1410325,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,PASAJE TREINTA Y SEIS,0,CALLE NUEVE,CALLE NUEVE - PASAJE TREINTA Y SEIS,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,14:16:00
-7803762.5696985,-2307919.49155035,10,-70.102392,-20.294232,1410332,2022,1,2022/01/02 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,1,IMPRUDENCIA DEL CONDUCTOR,0,POLONIA,0,GLADYS MARIN,GLADYS MARIN - POLONIA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,1,15:30:00
-7804505.13749379,-2308505.79158227,11,-70.109062,-20.299172,1410335,2022,1,2022/01/03 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ALTOS DEL SUR,0,0,- ALTOS DEL SUR,4514,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:45:00
-7802476.19505874,-2305680.14414492,12,-70.090836,-20.275363,1410353,2022,1,2022/01/03 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS PARCELAS,0,CALETERA A-616,CALETERA A-616 - LAS PARCELAS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,22:00:00
-7807945.72239158,-2301809.11579558,13,-70.13997,-20.24274,1410398,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,11,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,PLAYA BRAVA,0,PEDRO GONZALEZ,PEDRO GONZALEZ - PLAYA BRAVA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,09:00:00
-7806645.19904454,-2301404.88735318,14,-70.128287,-20.239333,1410430,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,LA TIRANA,0,EL MONTE,EL MONTE - LA TIRANA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,2,07:30:00
-7807138.76740282,-2300497.00145694,15,-70.132721,-20.231681,1410455,2022,1,2022/01/01 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ARMANDO CORTINEZ,0,0,- ARMANDO CORTINEZ,2338,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,16:30:00
-7807853.34947812,-2301180.26973185,16,-70.13914,-20.23744,1410494,2022,1,2022/01/03 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS ROSAS,0,0,- LAS ROSAS,2027,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:20:00
-7806860.10132152,-2300654.17547706,17,-70.130218,-20.233006,1410766,2022,1,2022/01/04 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,GOMEZ CARREÑO,0,CERRO DRAGON,CERRO DRAGON - GOMEZ CARREÑO,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:00:00
-7809374.95333388,-2298463.93240635,18,-70.152809,-20.214543,1410774,2022,1,2022/01/04 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,63,CHOQUE FRENTE/POSTERIOR,40,CHOQUE,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ANIBAL PINTO,0,THOMPSON,ANIBAL PINTO - THOMPSON,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:50:00
-7806237.39122197,-2301231.73744082,19,-70.124624,-20.237874,1410945,2022,1,2022/01/06 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,12,ADELANTAMIENTO SIN EFECTUAR LA SEÑAL RESPECTIVA,1,IMPRUDENCIA DEL CONDUCTOR,0,CALETERA A-16,0,VIA EXPRESO NORTE,CALETERA A-16 - VIA EXPRESO NORTE,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,09:20:00
-7808214.75933693,-2301183.28328208,20,-70.142387,-20.237465,1410983,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,LUIS EMILIO RECABARREN,0,LOS ALELIES,LOS ALELIES - LUIS EMILIO RECABARREN,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:10:00
-7807931.06161465,-2298332.75598441,21,-70.139838,-20.213438,1410992,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,PILOTO PARDO,0,OSCAR BONILLA,OSCAR BONILLA - PILOTO PARDO,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,19:30:00
-7809300.64757377,-2299018.62514238,22,-70.152141,-20.219219,1410996,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,BAQUEDANO,0,MANUEL BULNES,BAQUEDANO - MANUEL BULNES,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,09:55:00
-7807824.28395908,-2298513.93343112,23,-70.138879,-20.214965,1411008,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,1,IMPRUDENCIA DEL CONDUCTOR,0,HEROES DE LA CONCEPCION,0,OCHIROS,HEROES DE LA CONCEPCION - OCHIROS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:50:00
-7808991.65806318,-2298646.30927736,24,-70.149366,-20.216081,1411018,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ALMIRANTE LATORRE,0,ELEUTERIO RAMIREZ,ALMIRANTE LATORRE - ELEUTERIO RAMIREZ,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,18:00:00
-7809231.39571855,-2299254.4745506,25,-70.151519,-20.221207,1411026,2022,1,2022/01/06 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,68,CHOQUE POSTERIOR/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ERNESTO RIQUELME,0,SAN MARTIN,ERNESTO RIQUELME - SAN MARTIN,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:00:00
-7808554.9517008,-2299065.68564319,26,-70.145443,-20.219616,1411032,2022,1,2022/01/06 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,JUAN MARTINEZ,0,MANUEL BULNES,JUAN MARTINEZ - MANUEL BULNES,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,17:25:00
-7807103.50138814,-2301397.02118171,27,-70.132404,-20.239267,1411033,2022,1,2022/01/06 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,99,OTRO TIPO,99,OTRO TIPO,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,TALCA,0,CAUTIN,CAUTIN - TALCA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:00:00
-7806967.24633141,-2303231.73345645,28,-70.13118,-20.25473,1411046,2022,1,2022/01/05 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALVADOR ALLENDE,0,0,- SALVADOR ALLENDE,3422,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,10:00:00
-7808450.15553216,-2299533.21279132,29,-70.144501,-20.223557,1411057,2022,1,2022/01/06 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,ARTURO FERNANDEZ,0,MANUEL RODRIGUEZ,ARTURO FERNANDEZ - MANUEL RODRIGUEZ,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3,04:30:00
-7803935.78282618,-2307385.45469408,30,-70.103948,-20.289732,1411215,2022,1,2022/01/07 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS AMERICAS,0,FRANCIA,FRANCIA - LAS AMERICAS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:50:00
-7803551.25190913,-2305148.98474151,31,-70.100494,-20.270887,1411217,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALITRERA LAGUNA,0,0,- SALITRERA LAGUNA,3218,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,20:30:00
-7803193.34861428,-2305559.5612255,32,-70.097279,-20.274347,1411218,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,50,CHOQUE,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,LAS CONDORES,0,TARAPACA,LAS CONDORES - TARAPACA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,12:15:00
-7804269.89714584,-2308266.84458574,33,-70.106949,-20.297158,1411220,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS AMERICAS,0,ESTADOS UNIDOS,ESTADOS UNIDOS - LAS AMERICAS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,16:00:00
-7808031.02651738,-2300689.03203466,34,-70.140736,-20.2333,1411347,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,61,CHOQUE FRENTE/FRENTE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,95,PERDIDA CONTROL VEHICULO,9,PERDIDA CONTROL VEHICULO,0,LUIS EMILIO RECABARREN,0,0,- LUIS EMILIO RECABARREN,2480,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:00:00
-7808112.18955812,-2301379.86510896,35,-70.141465,-20.239122,1411381,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,TADEO HAENKE,0,ISABEL BONGARD,ISABEL BONGARD - TADEO HAENKE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,1,10:00:00
-7807301.85045684,-2301650.47257561,36,-70.134186,-20.241403,1411415,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALVADOR ALLENDE,0,TADEO HAENKE,SALVADOR ALLENDE - TADEO HAENKE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,0,16:20:00
-7808352.61739433,-2298847.12284052,37,-70.143625,-20.217774,1411462,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,14,CRUCE CON SEÑAL PARE,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,VICENTE ZEGERS,0,ERRAZURIZ,ERRAZURIZ - VICENTE ZEGERS,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:30:00
-7808434.29250473,-2299202.01585811,38,-70.144359,-20.220765,1411479,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,29,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,1,IMPRUDENCIA DEL CONDUCTOR,0,ARTURO FERNANDEZ,0,ORELLA,ARTURO FERNANDEZ - ORELLA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,15:15:00
-7808705.32206896,-2300901.42355177,39,-70.146793,-20.23509,1411480,2022,1,2022/01/09 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,24,ROTONDA,95,PERDIDA CONTROL VEHICULO,9,PERDIDA CONTROL VEHICULO,0,ARTURO PRAT,0,TADEO HAENKE,ARTURO PRAT - TADEO HAENKE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,0,04:00:00
-7806914.28051769,-2300271.46951826,40,-70.130704,-20.22978,1411492,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,BERNARDINO GUERRA,0,PROGRESO,BERNARDINO GUERRA - PROGRESO,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,00:05:00
-7809689.15259664,-2298589.23772118,41,-70.155631,-20.2156,1411514,2022,1,2022/01/08 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,ARTURO PRAT,0,GRUMETE BOLADOS,ARTURO PRAT - GRUMETE BOLADOS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3,04:20:00
-7806660.55000233,-2302269.26123155,42,-70.128425,-20.246618,1411515,2022,1,2022/01/09 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,LA TIRANA,0,0,- LA TIRANA,3111,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,07:20:00
-7808355.4003816,-2298884.65699792,43,-70.14365,-20.21809,1411537,2022,1,2022/01/09 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ERRAZURIZ,0,0,- ERRAZURIZ,1029,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,02:00:00
-7808707.57072268,-2301137.20211899,44,-70.146814,-20.237077,1411568,2022,1,2022/01/09 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,95,PERDIDA CONTROL VEHICULO,9,PERDIDA CONTROL VEHICULO,0,ARTURO PRAT,0,0,- ARTURO PRAT,1660,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,04:40:00
-7806190.23628567,-2305637.06601097,45,-70.1242,-20.275,1411593,2022,1,2022/01/09 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,66,CHOQUE LADO/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,2 ORIENTE,0,0,- 2 ORIENTE,4575,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,1,19:00:00
