X,Y,FID,POINT_X,POINT_Y,Idaccident,Año,Claseaccid,Fecha,Cód_Regi,Región,Cód_Comun,Comuna,Cód_Tipo,Tipo_Accid,Cód_Tip_1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Causa,Causa,Cód_Cau_1,Causa__CON,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Intersecci,Número,Ruta,Cód_Ruta,Ubicaci_1,Pistas_de,Pistas_d_1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Cód_Estad,Estado_Cal,Cód_Condi,Condición,Cód_Est_1,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Hora_1
-7809043.54407784,-2299712.50387572,302,-70.149832,-20.225068,1428441,2022,1,2022/03/20 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ARTURO PRAT,0,RAMIREZ,ARTURO PRAT - RAMIREZ,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,14:50:00
-7806643.68509947,-2300764.85535942,303,-70.128273,-20.233939,1428542,2022,1,2022/03/17 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,LA TIRANA,0,ESCAPIÑA,ESCAPIÑA - LA TIRANA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1,08:45:00
-7806767.81746365,-2301176.65109935,304,-70.129389,-20.237409,1428709,2022,1,2022/03/17 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,68,CHOQUE POSTERIOR/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,MAULE,0,LAS CARPAS,LAS CARPAS - MAULE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,23:50:00
-7807484.81517191,-2300599.49423675,305,-70.135829,-20.232545,1428769,2022,1,2022/03/18 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALVADOR ALLENDE,0,GOMEZ CARREÑO,GOMEZ CARREÑO - SALVADOR ALLENDE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,4,1,1,16:20:00
-7808149.60403897,-2301390.08044496,306,-70.141801,-20.239208,1428807,2022,1,2022/03/19 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,TADEO HAENKE,0,0,- TADEO HAENKE,1883,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,04:35:00
-7806739.82061172,-2304054.21029848,307,-70.129137,-20.261661,1428874,2022,1,2022/03/13 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,10,DESOBEDIENCIA A SEÑALIZACION,0,PADRE HURTADO,0,FRANCISCO BILBAO,FRANCISCO BILBAO - PADRE HURTADO,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,19:00:00
-7807966.59479611,-2302176.4291506,308,-70.140157,-20.245836,1428895,2022,1,2022/03/20 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,ARTURO PRAT,0,SAGASCA,ARTURO PRAT - SAGASCA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,3,06:30:00
-7808552.03513014,-2299749.92115893,309,-70.145416,-20.225384,1428974,2022,1,2022/03/21 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,LIBERTAD,0,OSCAR BONILLA,LIBERTAD - OSCAR BONILLA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,08:10:00
-7808129.88935715,-2299330.20893689,310,-70.141624,-20.221846,1428976,2022,1,2022/03/21 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,12 DE FEBRERO,0,RIQUELME,12 DE FEBRERO - RIQUELME,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,3,0,19:00:00
-7804267.54830459,-2305576.6737224,311,-70.106928,-20.274491,1429462,2022,1,2022/03/17 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,97,CAUSAS NO DETERMINADAS,13,CAUSAS NO DETERMINADAS,0,LA PAMPA,0,CALLE UNO,CALLE UNO - LA PAMPA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,16:45:00
-7802233.41838127,-2306310.3543571,312,-70.088655,-20.280673,1429502,2022,1,2022/03/18 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,32,COLISION LATERAL,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,LAS PARCELAS,0,SANTA TERESA,LAS PARCELAS - SANTA TERESA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:00:00
-7807430.91427446,-2299129.54433671,313,-70.135345,-20.220154,1429574,2022,1,2022/03/22 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,SALVADOR ALLENDE,0,MANUEL BULNES,MANUEL BULNES - SALVADOR ALLENDE,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:00:00
-7808882.13081619,-2298024.45117128,314,-70.148382,-20.210839,1429589,2022,1,2022/03/22 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,SOTOMAYOR,0,VIVAR,SOTOMAYOR - VIVAR,0,0,0,0,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:30:00
-7809176.11445943,-2297932.94530071,315,-70.151023,-20.210067,1429725,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,PATRICIO LYNCH,0,0,- PATRICIO LYNCH,91,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,1,12:00:00
-7807508.50395955,-2299256.60991438,316,-70.136042,-20.221225,1429728,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,ORELLA,0,BOLIVIA,BOLIVIA - ORELLA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,18:05:00
-7808818.4894633,-2299630.42101455,317,-70.14781,-20.224376,1429738,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,65,SEÑALIZACION DESOBEDECER SEÑAL PARE,10,DESOBEDIENCIA A SEÑALIZACION,0,BARROS ARANA,0,CESPEDES Y GONZALEZ,BARROS ARANA - CESPEDES Y GONZALEZ,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1,12:20:00
-7807749.94480313,-2302505.43698112,318,-70.138211,-20.248609,1430022,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,61,CHOQUE FRENTE/FRENTE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,ARTURO PRAT,0,SANTIAGO POLANCO,ARTURO PRAT - SANTIAGO POLANCO,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,10:00:00
-7808258.22959809,-2301318.37151603,319,-70.142777,-20.238604,1430055,2022,1,2022/03/24 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,51,CHOQUE FRONTAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,TADEO HAENKE,0,LUIS EMILIO RECABARREN,LUIS EMILIO RECABARREN - TADEO HAENKE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,03:45:00
-7807403.61873532,-2299594.07167513,320,-70.1351,-20.22407,1430086,2022,1,2022/03/04 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALVADOR ALLENDE,0,0,- SALVADOR ALLENDE,1668,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,23:00:00
-7807411.41109968,-2299553.7363301,321,-70.13517,-20.22373,1430360,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,52,CHOQUE LATERAL,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,SALVADOR ALLENDE,0,0,- SALVADOR ALLENDE,1581,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,0,08:30:00
-7808894.38709212,-2298010.92810766,322,-70.148492,-20.210725,1430361,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,31,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,1,IMPRUDENCIA DEL CONDUCTOR,0,SOTOMAYOR,0,0,- SOTOMAYOR,925,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,1,0,0,1,21:30:00
-7808129.04332902,-2298059.40952287,323,-70.141617,-20.211133,1430363,2022,1,2022/02/28 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,67,CHOQUE POSTERIOR/FRENTE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,SOTOMAYOR,0,CIRCUNVALACION,CIRCUNVALACION - SOTOMAYOR,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:00:00
-7808166.07932361,-2298776.01693745,324,-70.141949,-20.217174,1430365,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,ALMIRANTE LATORRE,0,21 DE MAYO,21 DE MAYO - ALMIRANTE LATORRE,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,08:30:00
-7804264.13079622,-2304894.61894019,325,-70.106898,-20.268744,1430366,2022,1,2022/03/20 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,70,VOLCADURA,70,VOLCADURA,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,LAS AVELLANAS,0,0,- LAS AVELLANAS,2944,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,23:00:00
-7803869.82602788,-2305276.62583994,326,-70.103355,-20.271963,1430368,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,62,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,10,DESOBEDIENCIA A SEÑALIZACION,0,LOS CONDORES,0,LA PAMPA,LA PAMPA - LOS CONDORES,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,07:15:00
-7807495.89146124,-2298480.64685009,327,-70.135929,-20.214684,1430374,2022,1,2022/03/23 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,31,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,1,IMPRUDENCIA DEL CONDUCTOR,0,GENARO GALLO,0,0,- GENARO GALLO,527,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,14:00:00
-7803493.68860044,-2306131.26014801,328,-70.099976,-20.279164,1430380,2022,1,2022/03/19 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,CIRCUNVALACION,0,SANTA LAURA,CIRCUNVALACION - SANTA LAURA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,16:30:00
-7806726.17284215,-2300271.27969769,329,-70.129014,-20.229778,1430385,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,33,COLISION POR ALCANCE,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,LA TIRANA,0,BERNARDINO GUERRA,BERNARDINO GUERRA - LA TIRANA,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,07:15:00
-7803488.59016776,-2306409.93628593,330,-70.099931,-20.281513,1430386,2022,1,2022/03/21 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,JUANITA FERNANDEZ,0,ADELA ZAMUDIO,ADELA ZAMUDIO - JUANITA FERNANDEZ,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,1,19:30:00
-7807733.58083798,-2299684.89770431,331,-70.138064,-20.224836,1430409,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,72,VELOCIDAD NO RAZONABLE NI PRUDENTE,7,VELOCIDAD IMPRUDENTE,0,ARTURO PEREZ CANTO,0,CESPEDES Y GONZALEZ,ARTURO PEREZ CANTO - CESPEDES Y GONZALEZ,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,15:30:00
-7808554.9517008,-2299065.68564319,332,-70.145443,-20.219616,1430424,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,MANUEL BULNES,0,JUAN MARTINEZ,JUAN MARTINEZ - MANUEL BULNES,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,12:20:00
-7807359.23565434,-2299030.78470067,333,-70.134701,-20.219322,1430437,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,O'HIGGINS,0,SALVADOR ALLENDE,O'HIGGINS - SALVADOR ALLENDE,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,11:20:00
-7809069.82660962,-2299495.14346685,334,-70.150068,-20.223236,1430460,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,MANUEL RODRIGUEZ,0,0,- MANUEL RODRIGUEZ,1777,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,1,21:30:00
-7802999.84194344,-2302246.87185636,335,-70.09554,-20.24643,1430468,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,53,CHOQUE POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,JERUSALEN,0,SINAI,JERUSALEN - SINAI,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,12:30:00
-7803567.09267267,-2307493.13671549,336,-70.100636,-20.29064,1430474,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,50,CHOQUE,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,GLADYS MARIN,0,EJERCITO,EJERCITO - GLADYS MARIN,0,0,0,0,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,1,13:45:00
-7808302.62381102,-2299079.63654827,337,-70.143176,-20.219734,1430481,2022,1,2022/03/27 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,34,COLISION PERPENDICULAR,30,COLISION,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,64,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,10,DESOBEDIENCIA A SEÑALIZACION,0,18 DE SEPTIEMBRE,0,TARAPACA,18 DE SEPTIEMBRE - TARAPACA,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,4,0,01:30:00
-7808290.83507694,-2297757.71650167,338,-70.14307,-20.20859,1430503,2022,1,2022/03/27 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,62,CHOQUE FRENTE/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,BLANCO ENCALADA,0,0,- BLANCO ENCALADA,1103,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,10:00:00
-7802983.22194346,-2304691.69842767,339,-70.095391,-20.267034,1430507,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1107,ALTO HOSPICIO,30,COLISION,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,28,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,1,IMPRUDENCIA DEL CONDUCTOR,0,LAS PARCELAS,0,LAS PARCELAS,LAS PARCELAS - LAS PARCELAS,0,0,0,0,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,18:40:00
-7808044.39598823,-2298407.4545434,340,-70.140856,-20.214067,1430522,2022,1,2022/03/24 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,52,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,2,IMPRUDENCIA DEL PEATON,0,SERRANO,0,12 DE FEBRERO,12 DE FEBRERO - SERRANO,0,0,0,0,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,1,0,1,12:20:00
-7809276.1795497,-2299410.92619078,341,-70.151922,-20.222526,1430532,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,32,COLISION LATERAL,30,COLISION,1,URBANA,24,ROTONDA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,ARTURO PRAT,0,LA TIRANA,ARTURO PRAT - LA TIRANA,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,07:50:00
-7807477.69072449,-2300504.77233301,342,-70.135765,-20.231746,1430549,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,69,CHOQUE POSTERIOR/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,SALVADOR ALLENDE,0,PASTOR LORENZO PEREZ,PASTOR LORENZO PEREZ - SALVADOR ALLENDE,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,07:44:00
-7808248.87876086,-2300849.06695296,343,-70.142693,-20.234648,1430572,2022,1,2022/03/25 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,69,CHOQUE POSTERIOR/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,HEROES DE LA CONCEPCION,0,LOS LILENES,HEROES DE LA CONCEPCION - LOS LILENES,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,17:30:00
-7808329.59652364,-2301017.27773695,344,-70.143418,-20.236066,1430625,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,31,COLISION FRONTAL,30,COLISION,1,URBANA,1,TRAMO DE VIA RECTA,27,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,IMPRUDENCIA DEL CONDUCTOR,0,HEROES DE LA CONCEPCION,0,LAS ROSAS,HEROES DE LA CONCEPCION - LAS ROSAS,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,2,0,00:10:00
-7807749.94480313,-2302505.43698112,345,-70.138211,-20.248609,1430654,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,69,CHOQUE POSTERIOR/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,ARTURO PRAT,0,SANTIAGO POLANCO,ARTURO PRAT - SANTIAGO POLANCO,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,21:45:00
-7806443.15416876,-2304920.92757041,346,-70.126472,-20.268965,1430687,2022,1,2022/03/26 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,69,CHOQUE POSTERIOR/POSTERIOR,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,98,OTRAS CAUSAS,14,OTRAS CAUSAS,0,TERESA WILMS MONTT,0,CERRO COLORADO,CERRO COLORADO - TERESA WILMS MONTT,0,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,0,2,09:00:00
-7807821.11135359,-2302255.68759544,347,-70.13885,-20.246504,1430717,2022,1,2022/03/27 00:00:00+00,1,REGION TARAPACA,1101,IQUIQUE,65,CHOQUE LADO/LADO,40,CHOQUE,1,URBANA,1,TRAMO DE VIA RECTA,24,CONDUCCION EN ESTADO DE EBRIEDAD,4,ALCOHOL EN CONDUCTOR,0,ARTURO PRAT,0,0,- ARTURO PRAT,3012,0,0,0,2,0,2,BIDIRECCIONAL,2,ASFALTO,1,BUENO,1,SECO,1,DESPEJADO,0,0,0,1,1,05:10:00
