X,Y,FID,COD_REG,REGION,CUT,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,LAT,LNG,VAL_COM,TIPO,Año,IdAccident,Fecha,TipoAccdte,Tipo_Accdt,Tipo__CONA,Zona,Causa,Causa__CON,Calzada,TipoCalzad,EstadoCalz,CondicionC,Estado_Adm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Hora
-70.1356692,-20.2307033,650,1,REGION TARAPACA,1101,IQUIQUE,EL TAMARUGAL, ,3865,"Iquique, Tarapacá, Chile",-20.2307033,-70.1356692,1,APPROXIMATE,2018,1098197,2018/05/08 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,00:30:00
-70.1348415,-20.2384295,651,1,REGION TARAPACA,1101,IQUIQUE,PEDRO PRADO,LAS ROSAS,0,"Las Rosas & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2384295,-70.1348415,1,GEOMETRIC_CENTER,2018,1098266,2018/05/09 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,ADELANTAMIENTO SIN EL ESPACIO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,08:20:00
-70.1388275,-20.2133583,652,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION,PILOTO PARDO,0,"Piloto Pardo & Avenida Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2133583,-70.1388275,1,GEOMETRIC_CENTER,2018,1098398,2018/05/09 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,11:00:00
-70.15226,-20.2126347,653,1,REGION TARAPACA,1101,IQUIQUE,LUIS URIBE,SAN MARTIN,0,"San Martín & Luis Uribe, Iquique, Tarapacá, Chile",-20.2126347,-70.15226,1,GEOMETRIC_CENTER,2018,1098655,2018/05/09 00:00:00+00,53,CHOQUE POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,10:00:00
-70.1411798,-20.2301432,654,1,REGION TARAPACA,1101,IQUIQUE,DIEGO PORTALES,HEROES DE LA CONCEPCION,0,"Av. Diego Portales & Av. Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2301432,-70.1411798,1,GEOMETRIC_CENTER,2018,1098672,2018/05/10 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,1,0,0,17:58:00
-70.1341018,-20.2417381,655,1,REGION TARAPACA,1101,IQUIQUE,AVDA. TADEO HAENKE,AVDA. SALVADOR ALLENDE,0,"Av. Tadeo Haenke & Av. Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2417381,-70.1341018,1,GEOMETRIC_CENTER,2018,1098684,2018/05/10 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUEÑO)",DROGAS Y/O FATIGA EN CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,18:00:00
-70.1275678,-20.2523713,656,1,REGION TARAPACA,1101,IQUIQUE,RAMON PEREZ OPAZO,PASAJE PLAYA QUINTEROS,0,"Avenida Ramon Perez Opazo & Playa Quintero, Iquique, Tarapacá, Chile",-20.2523713,-70.1275678,1,GEOMETRIC_CENTER,2018,1098695,2018/05/10 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,0,16:50:00
-70.1059336,-20.287989,657,1,REGION TARAPACA,1107,ALTO HOSPICIO,GABRIELA MISTRAL, ,4209,"Av. Gabriela Mistral 4209, Alto Hospicio, Tarapacá, Chile",-20.287989,-70.1059336,1,RANGE_INTERPOLATED,2018,1098697,2018/03/13 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,21:20:00
-70.1454157,-20.2253708,658,1,REGION TARAPACA,1101,IQUIQUE,LIBERTAD,OSCAR BONILLA,0,"Libertad 1052, Iquique, Tarapacá, Chile",-20.2253708,-70.1454157,1,ROOFTOP,2018,1098845,2018/05/10 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,14:55:00
-70.1349026,-20.2201814,659,1,REGION TARAPACA,1101,IQUIQUE,MANUEL BULNES,PEDRO PRADO,0,"Manuel Bulnes & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2201814,-70.1349026,1,GEOMETRIC_CENTER,2018,1098859,2018/05/11 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,14:40:00
-70.1438554,-20.2076006,660,1,REGION TARAPACA,1101,IQUIQUE,DESIDERIO GARCIA,AVDA. ARTURO PRAT,0,"Avenida Arturo Prat Chacón & Desiderio García, Iquique, Tarapacá, Chile",-20.2076006,-70.1438554,1,GEOMETRIC_CENTER,2018,1098866,2018/05/11 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,20:00:00
-70.1425042,-20.225624,661,1,REGION TARAPACA,1101,IQUIQUE,LIBERTAD,21 DE MAYO,0,"Libertad & Veintiuno de Mayo, Iquique, Tarapacá, Chile",-20.225624,-70.1425042,1,GEOMETRIC_CENTER,2018,1098992,2018/05/12 00:00:00+00,31,COLISION FRONTAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,16:15:00
-70.1438554,-20.2076006,662,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON,DESIDERIO GARCIA,0,"Avenida Arturo Prat Chacón & Desiderio García, Iquique, Tarapacá, Chile",-20.2076006,-70.1438554,1,GEOMETRIC_CENTER,2018,1098996,2018/05/12 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,10:55:00
-70.143415,-20.2259472,663,1,REGION TARAPACA,1101,IQUIQUE,18 DE SEPTIEMBRE, ,1820,"Dieciocho de Septiembre 1820, Iquique, Tarapacá, Chile",-20.2259472,-70.143415,1,RANGE_INTERPOLATED,2018,1099000,2018/05/12 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,17:45:00
-70.1281104,-20.2416031,664,1,REGION TARAPACA,1101,IQUIQUE,AVDA. LA TIRANA,PRIMERAS PIEDRAS,0,"Avenida la Tirana & Primeras Piedras, Iquique, Tarapacá, Chile",-20.2416031,-70.1281104,1,GEOMETRIC_CENTER,2018,1099030,2018/05/13 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,06:30:00
-70.1394852,-20.2287874,665,1,REGION TARAPACA,1101,IQUIQUE,LUIS CRUZ MARTINEZ,HERNAN FUENZALIDA,0,"Hernán Fuenzalida & Luis Cruz Martínez, Iquique, Tarapacá, Chile",-20.2287874,-70.1394852,1,GEOMETRIC_CENTER,2018,1099042,2018/05/13 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,13:30:00
-70.1408693,-20.2290448,666,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION, ,2131,"Av. Héroes de la Concepción 2131, Iquique, Tarapacá, Chile",-20.2290448,-70.1408693,1,ROOFTOP,2018,1099075,2018/05/13 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CAUSAS NO DETERMINADAS,CAUSAS NO DETERMINADAS,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,03:00:00
-70.1057779,-20.29478,667,1,REGION TARAPACA,1107,ALTO HOSPICIO,LAS AMERICAS,RUMANIA,0,"Av. las Américas & Pje. Rumania, Alto Hospicio, Tarapacá, Chile",-20.29478,-70.1057779,1,GEOMETRIC_CENTER,2018,1099277,2018/05/13 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1,22:30:00
-70.123545,-20.2488936,668,1,REGION TARAPACA,1101,IQUIQUE,VEINTE DE ENERO, ,19,"Veinte de Enero 19, Iquique, Tarapacá, Chile",-20.2488936,-70.123545,1,RANGE_INTERPOLATED,2018,1099437,2018/05/13 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BIDIRECCIONAL,TIERRA,REGULAR,NULL,DESPEJADO,0,0,0,0,2,05:45:00
-70.1370252,-20.2405997,669,1,REGION TARAPACA,1101,IQUIQUE,TADEO HAENKE,FILOMENA VALENZUELA,0,"Av. Tadeo Haenke 2211, Iquique, Tarapacá, Chile",-20.2405997,-70.1370252,1,ROOFTOP,2018,1099453,2018/05/14 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,12:00:00
-70.1320723,-20.2331847,670,1,REGION TARAPACA,1101,IQUIQUE,ALMIRANTE GOMEZ CARREÑO, ,2390,"Gómez Carreño 2390, Iquique, Tarapacá, Chile",-20.2331847,-70.1320723,1,RANGE_INTERPOLATED,2018,1099478,2018/05/14 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,3,10:20:00
-70.1035114,-20.272851,671,1,REGION TARAPACA,1107,ALTO HOSPICIO,SANTA ROSA,LA PAMPA,0,"Av. la Pampa & Cerro Sta. Rosa, Alto Hospicio, Tarapacá, Chile",-20.272851,-70.1035114,1,GEOMETRIC_CENTER,2018,1099810,2018/05/15 00:00:00+00,30,COLISION,COLISION,URBANO,HECHO DELICTUAL,OTRAS CAUSAS,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,00:00:00
-70.1408337,-20.2246898,672,1,REGION TARAPACA,1101,IQUIQUE,CESPEDES Y GONZALEZ,OSCAR BONILLA,0,"Céspedes y González & Oscar Bonilla, Iquique, Tarapacá, Chile",-20.2246898,-70.1408337,1,GEOMETRIC_CENTER,2018,1099865,2018/05/14 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,2,16:00:00
-70.1310453,-20.2134898,673,1,REGION TARAPACA,1101,IQUIQUE,CIRCUNVALACION,SOTOMAYOR,0,"Sotomayor & Avenida Circunvalación, Iquique, Tarapacá, Chile",-20.2134898,-70.1310453,1,GEOMETRIC_CENTER,2018,1099870,2018/05/14 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,20:20:00
-70.1349056,-20.2142085,674,1,REGION TARAPACA,1101,IQUIQUE,SERRANO, ,2050,"Serrano 2050, Iquique, Tarapacá, Chile",-20.2142085,-70.1349056,1,ROOFTOP,2018,1099887,2018/05/15 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,07:30:00
-70.1540444,-20.2153192,675,1,REGION TARAPACA,1101,IQUIQUE,AVDA. PEDRO LAGOS, ,2500,"Pedro Lagos, Iquique, Tarapacá, Chile",-20.2153192,-70.1540444,1,GEOMETRIC_CENTER,2018,1099918,2018/05/15 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,11:00:00
-70.1349026,-20.2201814,676,1,REGION TARAPACA,1101,IQUIQUE,AVDA. SALVADOR ALLENDE,MANUEL BULNES,0,"Manuel Bulnes & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2201814,-70.1349026,1,GEOMETRIC_CENTER,2018,1099923,2018/05/15 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,15:20:00
-70.1391326,-20.215753,677,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION, ,709,"Av. Héroes de la Concepción 709, Iquique, Tarapacá, Chile",-20.215753,-70.1391326,1,ROOFTOP,2018,1100209,2018/05/16 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,10:45:00
-70.1306854,-20.231131,678,1,REGION TARAPACA,1101,IQUIQUE,AVDA. DIEGO PORTALES,MAYOR OSVALDO MUÑOZ,0,"Mayor Osvaldo Muñoz & Avenida Diego Portales, Iquique, Tarapacá, Chile",-20.231131,-70.1306854,1,GEOMETRIC_CENTER,2018,1100221,2018/05/16 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,16:20:00
-70.1434542,-20.2236,679,1,REGION TARAPACA,1101,IQUIQUE,MANUEL RODRIGUEZ,18 DE SEPTIEMBRE,0,"Manuel Rodríguez & Dieciocho de Septiembre, Iquique, Tarapacá, Chile",-20.2236,-70.1434542,1,GEOMETRIC_CENTER,2018,1100231,2018/05/16 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,16:30:00
-70.1486187,-20.2159236,680,1,REGION TARAPACA,1101,IQUIQUE,VIVAR,SARGENTO ALDEA,0,"Vivar & Sargento Aldea, Iquique, Tarapacá, Chile",-20.2159236,-70.1486187,1,GEOMETRIC_CENTER,2018,1100245,2018/05/16 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,17:20:00
-70.1229349,-20.2930606,681,1,REGION TARAPACA,1101,IQUIQUE,VIA CUATRO,VIA UNO,0,"Vía Uno / Bajo Molle, Iquique, Tarapacá, Chile",-20.2930606,-70.1229349,1,GEOMETRIC_CENTER,2018,1100487,2018/05/17 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,02:00:00
-70.1285202,-20.2722984,682,1,REGION TARAPACA,1101,IQUIQUE,AVDA. LA TIRANA,CINCO,0,"Av. Cinco 4300, Iquique, Tarapacá, Chile",-20.2722984,-70.1285202,1,ROOFTOP,2018,1100491,2018/05/17 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,14:08:00
-70.1362687,-20.1938298,683,1,REGION TARAPACA,1101,IQUIQUE,AVDA. CIRCUNVALACION,AVDA. ARTURO PRAT,0,"Av. Arturo Prat Chacón & Av. Circunvalación, Iquique, Tarapacá, Chile",-20.1938298,-70.1362687,1,GEOMETRIC_CENTER,2018,1100513,2018/05/17 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,09:00:00
-70.1409449,-20.2441837,684,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON,AVDA. TADEO HAENKE,0,"Av. Arturo Prat Chacón 2120, Iquique, Tarapacá, Chile",-20.2441837,-70.1409449,1,ROOFTOP,2018,1100935,2018/05/17 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,1,18:00:00
-70.1355969,-20.2221337,685,1,REGION TARAPACA,1101,IQUIQUE,AVDA. SALVADOR ALLENDE,CAMPO DEPORTE,0,"Leonora Latorre & Av. Elias Lafertte, Iquique, Tarapacá, Chile",-20.2221337,-70.1355969,1,GEOMETRIC_CENTER,2018,1100954,2018/05/18 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,16:35:00
-70.1395828,-20.2219834,686,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION,RIQUELME,0,"Ernesto Riquelme & Avenida Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2219834,-70.1395828,1,GEOMETRIC_CENTER,2018,1101029,2018/05/18 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,15:10:00
-70.1451921,-20.2169534,687,1,REGION TARAPACA,1101,IQUIQUE,LATORRE,JUAN MARTINEZ,0,"Juan Martínez & Almirante Latorre, Iquique, Tarapacá, Chile",-20.2169534,-70.1451921,1,GEOMETRIC_CENTER,2018,1101063,2018/05/18 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,18:40:00
-70.1258683,-20.2478069,688,1,REGION TARAPACA,1101,IQUIQUE,EL CARMELO, ,3181,"El Carmelo 3181, Iquique, Tarapacá, Chile",-20.2478069,-70.1258683,1,ROOFTOP,2018,1101137,2018/05/18 00:00:00+00,52,CHOQUE LATERAL,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,22:40:00
-70.1367067,-20.2221154,689,1,REGION TARAPACA,1101,IQUIQUE,GENARO GALLO,RIQUELME,0,"Ernesto Riquelme & Genaro Gallo, Iquique, Tarapacá, Chile",-20.2221154,-70.1367067,1,GEOMETRIC_CENTER,2018,1101143,2018/05/19 00:00:00+00,31,COLISION FRONTAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,04:00:00
-70.1403552,-20.2394749,690,1,REGION TARAPACA,1101,IQUIQUE,AVDA. TADEO HAENKE,GENARO GALLO,0,"Avenida Tadeo Haenke & Genaro Gallo, Iquique, Tarapacá, Chile",-20.2394749,-70.1403552,1,GEOMETRIC_CENTER,2018,1101149,2018/05/19 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,2,11:10:00
-70.126922,-20.2653785,691,1,REGION TARAPACA,1101,IQUIQUE,AVDA. FRANCISCO BILBAO,BALMACEDA,0,"Avenida Francisco Bilbao & Manuel Balmaceda, Iquique, Tarapacá, Chile",-20.2653785,-70.126922,1,GEOMETRIC_CENTER,2018,1101174,2018/05/20 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,18:30:00
-70.1461855,-20.2394862,692,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON, ,1670,"Av. Arturo Prat Chacón 1670, Iquique, Tarapacá, Chile",-20.2394862,-70.1461855,1,ROOFTOP,2018,1101214,2018/05/22 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,VIRAJES INDEBIDOS,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,08:00:00
-70.1018797,-20.261982,693,1,REGION TARAPACA,1107,ALTO HOSPICIO,LOS GUAYABOS, ,2911,"Los Guayabos 2911, Tarapacá, Alto Hospicio, Tarapacá, Chile",-20.261982,-70.1018797,1,ROOFTOP,2018,1101411,2018/05/18 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,"VEHICULO EN RETROCESO, CONDUCIR",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,2,12:30:00
-70.1034352,-20.2879159,694,1,REGION TARAPACA,1107,ALTO HOSPICIO,LAS AMERICAS,LA PAMPA,0,"Av. las Américas 187, Alto Hospicio, Tarapacá, Chile",-20.2879159,-70.1034352,1,ROOFTOP,2018,1101436,2018/05/18 00:00:00+00,30,COLISION,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,1,1,19:25:00
-70.0888341,-20.2805686,695,1,REGION TARAPACA,1107,ALTO HOSPICIO,TENIENTE HERNAN MERINO CORREA,SANTA TERESA,0,"Sta. Teresa & Av. Teniente Hernán Merino Correa, Alto Hospicio, Tarapacá, Chile",-20.2805686,-70.0888341,1,GEOMETRIC_CENTER,2018,1101494,2018/05/21 00:00:00+00,51,CHOQUE FRONTAL,CHOQUE,URBANO,CAUSAS NO DETERMINADAS,CAUSAS NO DETERMINADAS,BIDIRECCIONAL,ASFALTO,REGULAR,HUMEDO,DESPEJADO,0,0,0,0,1,05:00:00
-70.1247655,-20.2626251,696,1,REGION TARAPACA,1101,IQUIQUE,AVDA. LA TIRANA,OHIGGINS,0,"Av. la Tirana 3745, Iquique, Tarapacá, Chile",-20.2626251,-70.1247655,1,ROOFTOP,2018,1101583,2018/05/22 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,14:30:00
-70.1348591,-20.2397848,697,1,REGION TARAPACA,1101,IQUIQUE,AVDA. SALVADOR ALLENDE, ,2841,"Av. Salvador Allende Gossens 2841, Iquique, Tarapacá, Chile",-20.2397848,-70.1348591,1,ROOFTOP,2018,1101592,2018/05/22 00:00:00+00,62,CHOQUE FRENTE/LADO,CHOQUE,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,02:30:00
-70.1370717,-20.2249004,698,1,REGION TARAPACA,1101,IQUIQUE,GENARO GALLO,CESPEDES Y GONZALEZ,0,"Céspedes y González & Genaro Gallo, Iquique, Tarapacá, Chile",-20.2249004,-70.1370717,1,GEOMETRIC_CENTER,2018,1101929,2018/05/22 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1,18:50:00
