X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-7807323.58002144,-2300054.84986046,1,1500632,-20.227954,-70.134381,2023/01/01 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CIRCUNVALACION, ,- CIRCUNVALACION,13,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7809482.73286487,-2298215.48322409,2,1500668,-20.212449,-70.153777,2023/01/01 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION PERPENDICULAR,COLISION,URBANA,TRAMO DE VIA RECTA,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,ARTURO PRAT, ,- ARTURO PRAT,350,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808399.59421945,-2298381.32121016,3,1500652,-20.213847,-70.144047,2023/01/01 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SERRANO,ARTURO FERNANDEZ,ARTURO FERNANDEZ - SERRANO,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7806689.50420188,-2303884.83257362,4,1501416,-20.260234,-70.128685,2023/01/01 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE POSTERIOR/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,PUKARA TURI, ,- PUKARA TURI,3684,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7804009.26482205,-2307597.75721978,5,1501990,-20.291521,-70.104608,2023/01/01 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS AMERICAS,ALEMANIA,ALEMANIA - LAS AMERICAS,0,BIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7806830.21203825,-2304211.50951584,6,1501653,-20.262987,-70.129949,2023/01/02 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA CURVA HORIZONTAL,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,ARTURO PRAT, ,- ARTURO PRAT,3622,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7807784.10875485,-2298236.83567092,7,1500957,-20.212629,-70.138518,2023/01/03 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LADO/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,HEROES DE LA CONCEPCION, ,- HEROES DE LA CONCEPCION,2555,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7809216.3453234,-2298287.84439389,8,1500952,-20.213059,-70.151384,2023/01/03 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,SERRANO,PATRICIO LYNCH,PATRICIO LYNCH - SERRANO,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807582.39783754,-2298144.30857968,9,1501390,-20.211849,-70.136706,2023/01/04 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SOTOMAYOR,LUIS JASPARD,LUIS JASPARD - SOTOMAYOR,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808603.08624862,-2300793.73253538,10,1501715,-20.234182,-70.145875,2023/01/04 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ARTURO PRAT, ,- ARTURO PRAT,2748,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807586.07138073,-2299835.25507912,11,1501934,-20.226103,-70.136739,2023/01/05 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LADO/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,COLO COLO, ,- COLO COLO,1833,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807143.68772432,-2299883.4209716,12,1502095,-20.226509,-70.132765,2023/01/05 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CAIDA,CAIDA,URBANA,TRAMO DE VIA RECTA,PASAJERO SUBE O DESCIENDE DE VEHICULO MOVIMIENTO,IMPRUDENCIA DEL PASAJERO,PROGRESO,CHINTAGUAY,CHINTAGUAY - PROGRESO,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7808013.98350334,-2301964.40254825,13,1501866,-20.244049,-70.140583,2023/01/05 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,ROTONDA,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,ARTURO PRAT,TADEO HAENKE,ARTURO PRAT - TADEO HAENKE,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7807900.32630324,-2301164.49005375,14,1559485,-20.237307,-70.139562,2023/09/16 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE POSTERIOR/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,GENARO GALLO,LAS ROSAS,GENARO GALLO - LAS ROSAS,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808471.5066105,-2299999.80262493,15,1501933,-20.22749,-70.144693,2023/01/05 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,ARTURO FERNANDEZ,TOMAS BONILLA,ARTURO FERNANDEZ - TOMAS BONILLA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807342.1703764,-2299793.02105027,16,1502060,-20.225747,-70.134548,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SARA, ,- SARA,1808,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7806712.10205851,-2301243.62550385,17,1502014,-20.237974,-70.128888,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,ALCOHOL EN CONDUCTOR,LA TIRANA,TADEO HAENKE,LA TIRANA - TADEO HAENKE,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7803777.38632273,-2308119.02936299,18,1502000,-20.295913,-70.102525,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS AMERICAS,UNION EUROPEA,LAS AMERICAS - UNION EUROPEA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7806554.47365955,-2306988.4382472,19,1502047,-20.286387,-70.127472,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,LA TIRANA, ,- LA TIRANA,4865,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7808984.80078255,-2298397.45431264,20,1502048,-20.213983,-70.149304,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RAMIREZ,TARAPACA,RAMIREZ - TARAPACA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807791.01056328,-2300137.77693273,21,1502102,-20.228653,-70.13858,2023/01/06 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,ARTURO PEREZ CANTO, ,- ARTURO PEREZ CANTO,2095,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7806434.02597051,-2305569.18544679,22,1502124,-20.274428,-70.12639,2023/01/07 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,LA TIRANA, ,- LA TIRANA,4450,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7803850.52322818,-2306660.28787128,23,1502009,-20.283622,-70.103182,2023/01/07 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LORETO PINEDA, ,- LORETO PINEDA,3043,BIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7808243.63561285,-2298968.17188565,24,1502211,-20.218794,-70.142646,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BERNARDO O'HIGGINS, ,- BERNARDO O'HIGGINS,1332,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7807403.50741583,-2299466.42240078,25,1502183,-20.222994,-70.135099,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SALVADOR ALLENDE,JOSE JOAQUIN PEREZ,JOSE JOAQUIN PEREZ - SALVADOR ALLENDE,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808341.81940373,-2298652.8574386,26,1502690,-20.216136,-70.143528,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,SARGENTO ALDEA,ERRAZURIZ,ERRAZURIZ - SARGENTO ALDEA,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7803599.60909593,-2304583.75979338,27,1503386,-20.266124,-70.100928,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,LOS MANZANOS,HUANTAJAYA,HUANTAJAYA - LOS MANZANOS,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7806701.19274842,-2303021.83051181,28,1502876,-20.252961,-70.12879,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,ROTONDA,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,ARTURO PRAT,RAMON PEREZ OPAZO,ARTURO PRAT - RAMON PEREZ OPAZO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7802497.43481759,-2307363.59309963,29,1503108,-20.289548,-70.091027,2023/01/08 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VOLCAN PARINACOTA, ,- VOLCAN PARINACOTA,4104,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7804104.44298668,-2302523.60257364,30,1503438,-20.248762,-70.105463,2023/01/09 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,EL BORO,SALITRERA DELAWARE,EL BORO - SALITRERA DELAWARE,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7808841.19863943,-2299984.26130153,31,1502417,-20.227359,-70.148014,2023/01/09 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,ARTURO PRAT,TOMAS BONILLA,ARTURO PRAT - TOMAS BONILLA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807902.66401255,-2299346.48515447,32,1502440,-20.221983,-70.139583,2023/01/09 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,HEROES DE LA CONCEPCION,RIQUELME,HEROES DE LA CONCEPCION - RIQUELME,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,2,2,0,0
-7808340.48356984,-2298547.75381997,33,1502671,-20.21525,-70.143516,2023/01/10 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,ERRAZURIZ,THOMPSON,ERRAZURIZ - THOMPSON,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7809005.28356886,-2298932.34581942,34,1502877,-20.218492,-70.149488,2023/01/11 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,BERNARDO O'HIGGINS,ELEUTERIO RAMIREZ,BERNARDO O'HIGGINS - ELEUTERIO RAMIREZ,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7808638.04056873,-2299994.46400091,35,1502932,-20.227445,-70.146189,2023/01/11 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,TOMAS BONILLA,JUAN MARTINEZ,JUAN MARTINEZ - TOMAS BONILLA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,3,0,0,3
-7802205.10983477,-2305713.37245362,36,1503945,-20.275643,-70.088401,2023/01/12 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,PASAJE DOS, ,- PASAJE DOS,3547,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7809235.26963683,-2299149.08271952,37,1503397,-20.220319,-70.151554,2023/01/12 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCIR VEHICULO EN RETROCESO,IMPRUDENCIA DEL CONDUCTOR,PATRICIO LYNCH,ORELLA,ORELLA - PATRICIO LYNCH,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808406.71866686,-2301275.54079648,38,1503387,-20.238243,-70.144111,2023/01/12 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,VIRAJES INDEBIDOS,IMPRUDENCIA DEL CONDUCTOR,HEROES DE LA CONCEPCION,TADEO HAENKE,HEROES DE LA CONCEPCION - TADEO HAENKE,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7804303.14827775,-2304305.37236057,39,1503504,-20.263778,-70.107248,2023/01/12 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS TUMBOS, ,- LOS TUMBOS,2842,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807655.86870146,-2300038.00349076,40,1503410,-20.227812,-70.137366,2023/01/13 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,GENARO GALLO,TOMAS BONILLA,GENARO GALLO - TOMAS BONILLA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7808638.48584669,-2299857.08394092,41,1503459,-20.226287,-70.146193,2023/01/13 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,JUAN MARTINEZ,JOSE MIGUEL CARRERA,JOSE MIGUEL CARRERA - JUAN MARTINEZ,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7807114.29937875,-2303634.34066656,42,1503455,-20.258123,-70.132501,2023/01/13 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,FRANCISCO BILBAO, ,- FRANCISCO BILBAO,3545,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808171.38926332,-2298856.30463116,43,1503521,-20.217851,-70.141997,2023/01/14 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,ZEGERS,21 DE MAYO,21 DE MAYO - ZEGERS,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7808708.72844538,-2301041.33840963,44,1503726,-20.236269,-70.146824,2023/01/15 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,ARTURO PRAT, ,- ARTURO PRAT,2240,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7807301.87272074,-2301650.46063819,45,1503676,-20.241403,-70.134186,2023/01/15 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,SALVADOR ALLENDE,TADEO HAENKE,SALVADOR ALLENDE - TADEO HAENKE,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7809087.21471408,-2298187.0133334,46,1503525,-20.212209,-70.150224,2023/01/15 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,BOLIVAR,OBISPO LABBE,BOLIVAR - OBISPO LABBE,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7802022.65718936,-2306541.13453588,47,1505427,-20.282618,-70.086762,2023/01/15 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,ALTO HOSPICIO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION CONTRA SENTIDO DEL TRANSITO,IMPRUDENCIA DEL CONDUCTOR,LAS PARCELAS,RICARDO LAGOS,LAS PARCELAS - RICARDO LAGOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808390.5773407,-2297922.71994376,48,1503561,-20.209981,-70.143966,2023/01/15 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,ARTURO FERNANDEZ,VIDELA,ARTURO FERNANDEZ - VIDELA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,3,0,1,2
-7806952.21820015,-2298338.97188323,49,1503790,-20.21349,-70.131045,2023/01/16 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CIRCUNVALACION,SOTOMAYOR,CIRCUNVALACION - SOTOMAYOR,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7809191.96635491,-2298102.67153992,50,1503783,-20.211498,-70.151165,2023/01/16 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,PATRICIO LYNCH,ESMERALDA,ESMERALDA - PATRICIO LYNCH,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7808961.31236999,-2299586.71632707,51,1503684,-20.224008,-70.149093,2023/01/16 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CESPEDES Y GONZALEZ, ,- CESPEDES Y GONZALEZ,700,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7808080.44123934,-2300314.54690052,52,1503696,-20.230143,-70.14118,2023/01/16 00:00:00+00,1899/12/30 00:00:00+00,1,REGION TARAPACA,IQUIQUE,CHOQUE LADO/LADO,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,DIEGO PORTALES,HEROES DE LA CONCEPCION,DIEGO PORTALES - HEROES DE LA CONCEPCION,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
