Fecha,Hora,Comuna,Accdtes.,Causas,Muertos,Graves,Menos Graves,Leves,Ilesos,Urbano/Rural,Calleuno,Calledos,Frentenumero,Ruta,Ubicación km,Direccion,Latitud,Longitud
05/02/2016,19:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,SERRANO,,540,,,"IQUIQUE, SERRANO, 540",-20.2131594,-70.1497941
05/02/2016,21:00,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,2,URBANO,TOMAS BONILLA,ARTURO FERNANDEZ,,,,"IQUIQUE, TOMAS BONILLA, ARTURO FERNANDEZ",-20.2276758,-70.1407143
06/02/2016,08:25,IQUIQUE,Atropello,"Señalización, desobedecer señal pare",0,0,0,1,1,URBANO,ESMERALDA,PATRICIO LYNCH,,,,"IQUIQUE, ESMERALDA, PATRICIO LYNCH",-20.2154369,-70.1513951
06/02/2016,08:30,IQUIQUE,Colisión,Conducción contra sentido del transito,0,0,0,1,1,URBANO,LUIS CRUZ MARTINEZ,ORELLA,,,,"IQUIQUE, LUIS CRUZ MARTINEZ, ORELLA",-20.221074,-70.1388078
06/02/2016,16:15,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,1,2,URBANO,21 DE MAYO,SARGENTO ALDEA,,,,"IQUIQUE, 21 DE MAYO, SARGENTO ALDEA",-20.2162049,-70.1418754
06/02/2016,18:50,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,LOS ALAMOS,LOS NARANJOS,,,,"ALTO HOSPICIO, LOS ALAMOS, LOS NARANJOS",-20.2655426,-70.1015785
06/02/2016,19:00,IQUIQUE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,1,0,0,1,URBANO,MAULE,LLANQUIHUE,,,,"IQUIQUE, MAULE, LLANQUIHUE",-20.2381643,-70.1331856
06/02/2016,23:20,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada fuera paso peatones",0,0,0,1,1,URBANO,LOS ALAMOS,LOS CONDORES,,,,"ALTO HOSPICIO, LOS ALAMOS, LOS CONDORES",-20.2686722,-70.1049169
07/02/2016,08:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,LA TIRANA,SANTIAGO POLANCO,,,,"IQUIQUE, LA TIRANA, SANTIAGO POLANCO",-20.3365124,-69.6562096
07/02/2016,12:30,ALTO HOSPICIO,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,LOS PEPINOS,CERRO ESMERALDA,,,,"ALTO HOSPICIO, LOS PEPINOS, CERRO ESMERALDA",-20.2721122,-70.1000249
07/02/2016,13:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,DETECTIVE CUBILLOS,,3311,,,"ALTO HOSPICIO, DETECTIVE CUBILLOS, 3311",-20.2910283,-70.0946966
07/02/2016,18:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,SANTIAGO POLANCO,RUBEN DONOSO,,,,"IQUIQUE, SANTIAGO POLANCO, RUBEN DONOSO",-20.2469888,-70.1340482
07/02/2016,20:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,RUBEN DONOSO,,3124,,,"IQUIQUE, RUBEN DONOSO, 3124",-20.247656,-70.133825
07/02/2016,21:12,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,LOS ALAMOS,RAMON PEREZ OPAZO,,,,"ALTO HOSPICIO, LOS ALAMOS, RAMON PEREZ OPAZO",-20.2662643,-70.1027994
07/02/2016,23:25,IQUIQUE,Otros,Otras causas,0,0,0,0,1,URBANO,ZEGERS,LUIS CRUZ MARTINEZ,,,,"IQUIQUE, ZEGERS, LUIS CRUZ MARTINEZ",-20.2180367,-70.1385098
08/02/2016,06:50,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,1,1,URBANO,FRANCISCO BILBAO,PADRE HURTADO,,,,"IQUIQUE, FRANCISCO BILBAO, PADRE HURTADO",-20.2616614,-70.129137
08/02/2016,13:30,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,AMUNATEGUI,CESPEDES Y GONZALEZ,,,,"IQUIQUE, AMUNATEGUI, CESPEDES Y GONZALEZ",-20.2244134,-70.14698
08/02/2016,14:00,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,HEROES DE LA CONCEPCION,HERNAN FUENZALIDA,,,,"IQUIQUE, HEROES DE LA CONCEPCION, HERNAN FUENZALIDA",-20.2287626,-70.140574
08/02/2016,14:30,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,2,URBANO,ARTURO FERNANDEZ,TOMAS BONILLA,,,,"IQUIQUE, ARTURO FERNANDEZ, TOMAS BONILLA",-20.2274904,-70.1446933
08/02/2016,14:50,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,CIRCUNVALACION,LAS AVELLANAS,,,,"ALTO HOSPICIO, CIRCUNVALACION, LAS AVELLANAS",-20.268972,-70.1069944
08/02/2016,16:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,5,URBANO,ZEGERS,ARTURO FERNANDEZ,,,,"IQUIQUE, ZEGERS, ARTURO FERNANDEZ",-20.2177479,-70.1442373
08/02/2016,16:20,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,1,URBANO,BERNARDO O´HIGGINS,18 DE SEPTIEMBRE,,,,"IQUIQUE, BERNARDO O´HIGGINS, 18 DE SEPTIEMBRE",-20.2188613,-70.1431021
08/02/2016,16:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,OFICINA MAPOCHO,SANTA CRUZ,,,,"IQUIQUE, OFICINA MAPOCHO, SANTA CRUZ",-20.2034395,-70.1357687
08/02/2016,17:50,IQUIQUE,Colisión,Otras causas,0,0,0,1,2,URBANO,ARTURO PEREZ CANTO,TOMAS BONILLA,,,,"IQUIQUE, ARTURO PEREZ CANTO, TOMAS BONILLA",-20.2277543,-70.1383159
08/02/2016,21:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,BERNARDO O´HIGGINS,VIVAR,,,,"IQUIQUE, BERNARDO O´HIGGINS, VIVAR",-20.218536,-70.1488892
09/02/2016,06:30,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,3,2,URBANO,LAS BUGAMBILIAS,,2588,,,"IQUIQUE, LAS BUGAMBILIAS, 2588",-20.2354661,-70.1397629
09/02/2016,11:30,IQUIQUE,Atropello,Otras causas,0,0,0,1,0,URBANO,MANUEL RODRIGUEZ,ARTURO PEREZ CANTO,,,,"IQUIQUE, MANUEL RODRIGUEZ, ARTURO PEREZ CANTO",-20.2238191,-70.1379526
09/02/2016,12:40,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,2,URBANO,SANTA MARTA,CIRCUNVALACION,,,,"IQUIQUE, SANTA MARTA, CIRCUNVALACION",-20.2063391,-70.1336052
09/02/2016,14:05,IQUIQUE,Colisión,Perdida control vehículo,0,0,0,1,2,URBANO,SANTIAGO POLANCO,AGUA SANTA,,,,"IQUIQUE, SANTIAGO POLANCO, AGUA SANTA",-20.2465025,-70.131732
10/02/2016,02:10,IQUIQUE,Colisión,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,SARGENTO ALDEA,BARROS ARANA,,,,"IQUIQUE, SARGENTO ALDEA, BARROS ARANA",-20.2160002,-70.1472917
10/02/2016,02:30,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,SERRANO,ARTURO FERNANDEZ,,,,"IQUIQUE, SERRANO, ARTURO FERNANDEZ",-20.2138472,-70.1440474
10/02/2016,08:35,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,PATRICIO LYNCH,ESMERALDA,,,,"IQUIQUE, PATRICIO LYNCH, ESMERALDA",-20.2154369,-70.1513951
10/02/2016,14:50,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,LOS ALAMOS,LOS NARANJOS,,,,"ALTO HOSPICIO, LOS ALAMOS, LOS NARANJOS",-20.2655426,-70.1015785
10/02/2016,15:25,IQUIQUE,Caída,Otras causas,0,0,0,1,1,URBANO,TADEO HAENKE,LA TIRANA,,,,"IQUIQUE, TADEO HAENKE, LA TIRANA",-20.2404198,-70.1372473
10/02/2016,17:00,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,1,1,URBANO,SAVADOR ALLENDE,MANUEL CASTRO RAMOS,,,,"IQUIQUE, SAVADOR ALLENDE, MANUEL CASTRO RAMOS",-20.244863,-70.1334046
10/02/2016,18:00,ALTO HOSPICIO,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,EL ALTO,,288,,,"ALTO HOSPICIO, EL ALTO, 288",-20.2518264,-70.1077482
10/02/2016,21:30,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,PLAYA BRAVA,SANTIAGO POLANCO,,,,"IQUIQUE, PLAYA BRAVA, SANTIAGO POLANCO",-20.2478923,-70.1368759
10/02/2016,23:35,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,TENIENTE HERNAN MERINO CORREA,,3950,,,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 3950",-20.273488,-70.0931295
11/02/2016,00:10,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,ARTURO PRAT CHACON,SANTIAGO POLANCO,,,,"IQUIQUE, ARTURO PRAT CHACON, SANTIAGO POLANCO",-20.2486089,-70.1382111
11/02/2016,09:50,IQUIQUE,Colisión,Causas no determinadas,0,0,0,1,1,URBANO,PATRICIO LYNCH,SAN MARTIN,,,,"IQUIQUE, PATRICIO LYNCH, SAN MARTIN",-20.2126168,-70.151367
11/02/2016,15:05,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,ARTURO FERNANDEZ,SARGENTO ALDEA,,,,"IQUIQUE, ARTURO FERNANDEZ, SARGENTO ALDEA",-20.2161264,-70.1441618
11/02/2016,17:45,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,AMUNATEGUI,MANUEL BULNES,,,,"IQUIQUE, AMUNATEGUI, MANUEL BULNES",-20.2195518,-70.1467191
12/02/2016,00:35,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,LAS PARCELAS,,3222,,,"ALTO HOSPICIO, LAS PARCELAS, 3222",-20.2686722,-70.1049169
12/02/2016,09:50,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,SALVADOR ALLENDE,ZEGERS,,,,"IQUIQUE, SALVADOR ALLENDE, ZEGERS",-20.2177736,-70.143625
12/02/2016,10:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,HEROES DE LA CONCEPCION,ARTURO PRAT CHACON,,,,"IQUIQUE, HEROES DE LA CONCEPCION, ARTURO PRAT CHACON",-20.2404247,-70.1449961
12/02/2016,14:30,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,GABRIELA MISTRAL,MARIA LUISA BOMBAL,,,,"ALTO HOSPICIO, GABRIELA MISTRAL, MARIA LUISA BOMBAL",-20.2686722,-70.1049169
12/02/2016,15:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,EMILIO RECABARREN,LOS CLAVELES,,,,"IQUIQUE, EMILIO RECABARREN, LOS CLAVELES",-20.23308,-70.140774
12/02/2016,19:30,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,HERNAN FUENZALIDA,21 DE MAYO,,,,"IQUIQUE, HERNAN FUENZALIDA, 21 DE MAYO",-20.228703,-70.1428316
12/02/2016,19:40,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,TARAPACA,ARTURO FERNANDEZ,,,,"IQUIQUE, TARAPACA, ARTURO FERNANDEZ",-20.2187948,-70.1443066
13/02/2016,06:00,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,FRANCISCO BILBAO,INES SOLARI,,,,"IQUIQUE, FRANCISCO BILBAO, INES SOLARI",-20.2620945,-70.1251435
13/02/2016,08:55,IQUIQUE,Otros,Conducción en estado de ebriedad,0,0,0,1,0,URBANO,PEDRO PRADO,GOMEZ CARREÑO,,,,"IQUIQUE, PEDRO PRADO, GOMEZ CARREÑO",-20.2325448,-70.1358294
13/02/2016,09:00,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,GENARO GALLO,ZEGERS,,,,"IQUIQUE, GENARO GALLO, ZEGERS",-20.2181507,-70.1361591
13/02/2016,19:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,VIVAR,BERNARDO O´HIGGINS,,,,"IQUIQUE, VIVAR, BERNARDO O´HIGGINS",-20.218536,-70.1488892
13/02/2016,22:00,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,los condores,caletera a-16,,,,"ALTO HOSPICIO, los condores, caletera a-16",-20.2719484,-70.1029629
14/02/2016,05:00,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,CALETERA A16,LAS PARCELAS,,,,"ALTO HOSPICIO, CALETERA A16, LAS PARCELAS",-20.2671328,-70.0874421
14/02/2016,12:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,EMILIO RECABARREN,LAS ROSAS,,,,"IQUIQUE, EMILIO RECABARREN, LAS ROSAS",-20.2365343,-70.1420811
14/02/2016,15:15,IQUIQUE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,1,0,0,1,URBANO,MANUEL RODRIGUEZ,12 DE FEBRERO,,,,"IQUIQUE, MANUEL RODRIGUEZ, 12 DE FEBRERO",-20.2236,-70.1434542
14/02/2016,19:30,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,SANTA ROSA,SALITRERA IRIS,,,,"ALTO HOSPICIO, SANTA ROSA, SALITRERA IRIS",-20.2726443,-70.0986698
14/02/2016,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PASAJE UNO,,4650,,,"IQUIQUE, PASAJE UNO, 4650",-20.2761881,-70.1245871
15/02/2016,14:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,CESPEDES Y GONZALEZ,ARTURO FERNANDEZ,,,,"IQUIQUE, CESPEDES Y GONZALEZ, ARTURO FERNANDEZ",-20.2245126,-70.1445436
15/02/2016,19:20,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,2,URBANO,LOS CONDORES,CALETERA A-16,,,,"ALTO HOSPICIO, LOS CONDORES, CALETERA A-16",-20.2719484,-70.1029629
15/02/2016,20:56,IQUIQUE,Choque,Otras causas,0,0,0,0,2,URBANO,ARTURO PRAT CHACON,AEROPUERTO,,,,"IQUIQUE, ARTURO PRAT CHACON, AEROPUERTO",-20.2307033,-70.1356692
16/02/2016,04:30,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,RAMON PEREZ OPAZO,LOS CONDORES,,,,"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS CONDORES",-20.2686722,-70.1049169
16/02/2016,11:20,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,ARTURO FERNANDEZ,LIBERTAD,,,,"IQUIQUE, ARTURO FERNANDEZ, LIBERTAD",-20.2187948,-70.1443066
16/02/2016,14:30,IQUIQUE,Choque,"Condiciones físicas deficientes (cansancio, sueño)",0,0,0,3,1,URBANO,CERRO DRAGON,RAMON PEREZ OPAZO,,,,"IQUIQUE, CERRO DRAGON, RAMON PEREZ OPAZO",-20.253063,-70.128361
16/02/2016,15:00,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,CALETERA A-16,GABRIELA MISTRAL,,,,"ALTO HOSPICIO, CALETERA A-16, GABRIELA MISTRAL",-20.2859501,-70.1049392
16/02/2016,18:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,ARTURO PEREZ CANTO,RIQUELME,,,,"IQUIQUE, ARTURO PEREZ CANTO, RIQUELME",-20.2211368,-70.1377023
17/02/2016,04:20,IQUIQUE,Atropello,Conducción en estado de ebriedad,0,0,0,1,1,URBANO,ORELLA,BAQUEDANO,,,,"IQUIQUE, ORELLA, BAQUEDANO",-20.2202958,-70.1521312
17/02/2016,09:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ROTONDA CAVANCHA,ARTURO PRAT CHACON,,,,"IQUIQUE, Rotonda CAVANCHA, ARTURO PRAT CHACON",-20.23657,-70.14717
17/02/2016,17:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,ARTURO PRAT CHACON,,1074,,,"IQUIQUE, ARTURO PRAT CHACON, 1074",-20.2161114,-70.1558053
18/02/2016,13:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,LAS ENCINAS,,2013,,,"IQUIQUE, LAS ENCINAS, 2013",-20.222649,-70.1330537
18/02/2016,15:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,EL CANELO,,2763,,,"IQUIQUE, EL CANELO, 2763",-20.234891,-70.1419392
18/02/2016,16:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,GENARO GALLO,TOMAS BONILLA,,,,"IQUIQUE, GENARO GALLO, TOMAS BONILLA",-20.2278116,-70.1373664
18/02/2016,19:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,ARTURO PEREZ CANTO,CESPEDES Y GONZALEZ,,,,"IQUIQUE, ARTURO PEREZ CANTO, CESPEDES Y GONZALEZ",-20.2248356,-70.1380641
18/02/2016,21:40,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,SARGENTO ALDEA,ERRAZURIZ,,,,"IQUIQUE, SARGENTO ALDEA, ERRAZURIZ",-20.2161356,-70.1435283
18/02/2016,23:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,3,URBANO,ARTURO PRAT CHACON,TERESA WILMS MONTT,,,,"IQUIQUE, ARTURO PRAT CHACON, TERESA WILMS MONTT",-20.244478,-70.1410328
19/02/2016,13:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,MANZANA,,30,,,"IQUIQUE, MANZANA, 30",-20.2414367,-70.1342598
19/02/2016,14:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,VICENTE ZEGERS,ARTURO FERNANDEZ,,,,"IQUIQUE, VICENTE ZEGERS, ARTURO FERNANDEZ",-20.2177479,-70.1442373
19/02/2016,14:00,IQUIQUE,Otros,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,PROGRESO,LATORRE,,,,"IQUIQUE, PROGRESO, LATORRE",-20.2170705,-70.1435776
19/02/2016,14:40,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,3,2,URBANO,JUANITA FERNANDEZ,,3107,,,"ALTO HOSPICIO, JUANITA FERNANDEZ, 3107",-20.2814863,-70.1005307
19/02/2016,17:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,2,0,URBANO,SALVADOR ALLENDE,LATORRE,,,,"IQUIQUE, SALVADOR ALLENDE, LATORRE",-20.2170705,-70.1435776
19/02/2016,17:30,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,1,URBANO,SALITRERA SANTA HUARA,MANZANA C,,,,"IQUIQUE, SALITRERA SANTA HUARA, MANZANA C",-20.2307033,-70.1356692
19/02/2016,19:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,3,URBANO,LOS MAITENES,ORELLA,,,,"IQUIQUE, LOS MAITENES, ORELLA",-20.2213609,-70.1334644
19/02/2016,21:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,LOS ALAMOS,LAS PARCELAS,,,,"ALTO HOSPICIO, LOS ALAMOS, LAS PARCELAS",-20.2686722,-70.1049169
20/02/2016,01:00,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,HEROES DE LA CONCEPCION,TADEO HAENKE,,,,"IQUIQUE, HEROES DE LA CONCEPCION, TADEO HAENKE",-20.238243,-70.1441106
20/02/2016,10:00,IQUIQUE,Otros,Otras causas,0,0,0,0,1,URBANO,BOLIVAR,,486,,,"IQUIQUE, BOLIVAR, 486",-20.2121174,-70.1504567
20/02/2016,10:50,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,RAMON PEREZ OPAZO,LOS CONDORES,,,,"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS CONDORES",-20.2686722,-70.1049169
20/02/2016,11:35,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,TENIENTE HERNAN MERINO CORREA,,6,,,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, 6",-20.2885751,-70.0840983
20/02/2016,14:05,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,2,URBANO,LOS GUINDALES,RAMON PEREZ OPAZO,,,,"ALTO HOSPICIO, LOS GUINDALES, RAMON PEREZ OPAZO",-20.2647266,-70.1050322
21/02/2016,06:03,IQUIQUE,Atropello,Peatón permanece sobre la calzada,1,0,0,0,2,URBANO,ARTURO PRAT CHACON,LAS GAVIOTAS,,,,"IQUIQUE, ARTURO PRAT CHACON, LAS GAVIOTAS",-20.2307033,-70.1356692
21/02/2016,16:00,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,2,2,URBANO,FRANCISCO BILBAO,PADRE HURTADO,,,,"IQUIQUE, FRANCISCO BILBAO, PADRE HURTADO",-20.2616614,-70.129137
21/02/2016,18:45,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,JUAN MARTINEZ,HERNAN FUENZALIDA,,,,"IQUIQUE, JUAN MARTINEZ, HERNAN FUENZALIDA",-20.2285352,-70.1461119
21/02/2016,20:50,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PASAJE DOS,,3553,,,"ALTO HOSPICIO, PASAJE DOS, 3553",-20.2750644,-70.0879246
21/02/2016,21:20,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",1,0,0,3,0,URBANO,21 DE MAYO,THOMPSON,,,,"IQUIQUE, 21 DE MAYO, THOMPSON",-20.2307033,-70.1356692
22/02/2016,01:35,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,2,URBANO,LA PAMPA,TILIVICHE,,,,"ALTO HOSPICIO, LA PAMPA, TILIVICHE",-20.2686722,-70.1049169
22/02/2016,09:30,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,1,URBANO,ARTURO PRAT CHACON,BERNARDO O´HIGGINS,,,,"IQUIQUE, ARTURO PRAT CHACON, BERNARDO O´HIGGINS",-20.2181701,-70.1551829
22/02/2016,11:25,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,TADEO HAENKE,ROTONDA CAVANCHA,,,,"IQUIQUE, TADEO HAENKE, Rotonda CAVANCHA",-20.23657,-70.14717
22/02/2016,16:00,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,1,URBANO,HERNAN FUENZALIDA,OSCAR BONILLA,,,,"IQUIQUE, HERNAN FUENZALIDA, OSCAR BONILLA",-20.2287073,-70.1418764
22/02/2016,19:00,ALTO HOSPICIO,Atropello,Velocidad no razonable ni prudente,0,0,0,1,1,URBANO,TENIENTE HERNAN MERINO CORREA,SANTA TERESA,,,,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, SANTA TERESA",-20.2885751,-70.0840983
22/02/2016,19:30,IQUIQUE,Choque,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,2,URBANO,TOMAS BONILLA,JUAN MARTINEZ,,,,"IQUIQUE, TOMAS BONILLA, JUAN MARTINEZ",-20.2274454,-70.1461888
22/02/2016,20:50,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,PLAYA BRAVA,ORDEN Y PATRIA,,,,"IQUIQUE, PLAYA BRAVA, ORDEN Y PATRIA",-20.2424632,-70.1408158
23/02/2016,05:20,IQUIQUE,Choque,Conducción en estado de ebriedad,0,1,0,0,0,URBANO,PEDRO GAMBONI,TADEO HAENKE,,,,"IQUIQUE, PEDRO GAMBONI, TADEO HAENKE",-20.2403508,-70.1374555
23/02/2016,17:10,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,MANUEL BULNES,SALVADOR ALLENDE,,,,"IQUIQUE, MANUEL BULNES, SALVADOR ALLENDE",-20.2201543,-70.1353452
24/02/2016,10:30,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,2,URBANO,MANZANA 1,,9,,,"IQUIQUE, MANZANA 1, 9",-20.2414367,-70.1342598
24/02/2016,23:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,GABRIELA MISTRAL,,1580,,,"IQUIQUE, GABRIELA MISTRAL, 1580",-20.2808206,-70.1036102
25/02/2016,04:15,IQUIQUE,Choque,Conducción en estado de ebriedad,0,0,0,1,0,URBANO,SANTIAGO POLANCO,SALVADOR ALLENDE,,,,"IQUIQUE, SANTIAGO POLANCO, SALVADOR ALLENDE",-20.2468369,-70.1329274
25/02/2016,10:37,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,PILOTO PARDO,HEROES DE LA CONCEPCION,,,,"IQUIQUE, PILOTO PARDO, HEROES DE LA CONCEPCION",-20.2133583,-70.1388275
25/02/2016,11:00,IQUIQUE,Choque,Hecho delictual,0,0,0,0,2,URBANO,RANCAGUA,LOS MOLLES,,,,"IQUIQUE, RANCAGUA, LOS MOLLES",-20.2307033,-70.1356692
25/02/2016,23:45,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,2,URBANO,PEDRO PRADO,SANTIAGO POLANCO,,,,"IQUIQUE, PEDRO PRADO, SANTIAGO POLANCO",-20.2468369,-70.1329274
26/02/2016,08:00,IQUIQUE,Otros,Otras causas,0,0,0,0,2,URBANO,SAN MARTIN,PATRICIO LYNCH,,,,"IQUIQUE, SAN MARTIN, PATRICIO LYNCH",-20.2126168,-70.151367
26/02/2016,10:15,IQUIQUE,Choque,Causas no determinadas,0,0,0,0,1,URBANO,BERNARDO O´HIGGINS,,1361,,,"IQUIQUE, BERNARDO O´HIGGINS, 1361",-20.2190606,-70.1424292
26/02/2016,12:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,PEDRO PRADO,TADEO HAENKE,,,,"IQUIQUE, PEDRO PRADO, TADEO HAENKE",-20.2414031,-70.1341858
