Fecha,Hora,Comuna,Accdtes.,Causas,Muertos,Graves,Menos Graves,Leves,Ilesos,Urbano/Rural,Calleuno,Calledos,Frentenumero,Ruta,Ubicación km,Direccion,Latitud,Longitud
03/02/2010,21:15,POZO ALMONTE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,comercio con calle cascada,,0,,,"POZO ALMONTE, comercio con calle cascada, 0",-20.2570503,-69.7857064
04/02/2010,8:10,IQUIQUE,Colisión,Conducción bajo la influencia del alcohol,0,0,0,1,1,URBANO,LOS MAITENES,ORELLA,,,,"IQUIQUE, LOS MAITENES, ORELLA",-20.2213609,-70.1334644
04/02/2010,11:55,IQUIQUE,Choque,"Señalización, desobedecer señal ceda el paso",0,0,0,0,2,URBANO,OBISPO LABBE,RIQUELME,,,,"IQUIQUE, OBISPO LABBE, RIQUELME",-20.2213589,-70.1504909
05/02/2010,14:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,18 DE SEPTIEMBRE,SARGENTO ALDEA,,,,"IQUIQUE, 18 DE SEPTIEMBRE, SARGENTO ALDEA",-20.2161654,-70.142953
05/02/2010,16:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,SOTOMAYOR,Avenida PRAT,,,,"IQUIQUE, SOTOMAYOR, Avenida PRAT",-20.2111333,-70.1416166
06/02/2010,21:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,SANTIAGO POLANCO,YABRICOYA,,,,"IQUIQUE, SANTIAGO POLANCO, YABRICOYA",-20.2473355,-70.1356494
08/02/2010,13:15,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,2,1,URBANO,18 DE SEPTIEMBRE,ORELLA,,,,"IQUIQUE, 18 DE SEPTIEMBRE, ORELLA",-20.2208235,-70.1432206
08/02/2010,15:05,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,1,2,2,URBANO,ORELLA,BARROS ARANA,,,,"IQUIQUE, ORELLA, BARROS ARANA",-20.2205893,-70.147605
08/02/2010,17:35,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,Avenida HEROES Heroes de la Concepcion,LATORRE,,,,"IQUIQUE, Avenida HEROES Heroes de la Concepcion LATORRE",-20.2414367,-70.1342598
09/02/2010,8:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,Avenida HÉROES DE LA CONCEPCIÓN,ORELLA,,,,"IQUIQUE, Avenida HÉROES DE LA CONCEPCIÓN, ORELLA",-20.2210371,-70.1394955
09/02/2010,13:35,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,SOTOMAYOR,,657,,,"IQUIQUE, SOTOMAYOR, 657",-20.2110999,-70.14873
09/02/2010,20:30,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,Avenida La Tirana,PJE. VALLE VERDE,,,,"IQUIQUE, Avenida La Tirana PJE. VALLE VERDE",-20.2543166,-70.1260602
10/02/2010,16:40,IQUIQUE,Atropello,"Peatón, imprudencia del",0,0,0,1,1,URBANO,RAMIREZ,GOROSTIAGA,,,,"IQUIQUE, RAMIREZ, GOROSTIAGA",-20.2168749,-70.1494213
11/02/2010,10:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,Avenida PEDRO PRADO,,2345,,,"IQUIQUE, Avenida PEDRO PRADO, 2345",-20.2325421,-70.1359347
11/02/2010,13:00,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,3,0,URBANO,GENARO GALLO,LAS ROSAS,,,,"IQUIQUE, GENARO GALLO, LAS ROSAS",-20.2373067,-70.139562
11/02/2010,22:20,ALTO HOSPICIO,Atropello,"Peatón, imprudencia del",0,0,0,1,1,URBANO,Salitrera ROSARIO,,2988,,,"ALTO HOSPICIO, Salitrera ROSARIO, 2988",-20.2713462,-70.1020473
12/02/2010,0:13,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,Avenida La Tirana,,2913,,,"IQUIQUE, Avenida La Tirana 2913",-20.2388841,-70.1288631
12/02/2010,14:15,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,2,1,URBANO,MANUEL RODRIGUEZ,18 DE SEPTIEMBRE,,,,"IQUIQUE, MANUEL RODRIGUEZ, 18 DE SEPTIEMBRE",-20.2236,-70.1434542
13/02/2010,14:27,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,OSCAR BONILLA,PASAJE 2,,,,"IQUIQUE, OSCAR BONILLA, PASAJE 2",-20.2264987,-70.1411131
14/02/2010,5:50,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,Avenida Arturo Prat,,4200,,,"IQUIQUE, Avenida Arturo Prat 4200",-20.2674582,-70.1294224
14/02/2010,17:00,IQUIQUE,Colisión,Conducción contra sentido del transito,0,0,0,0,2,URBANO,LAS ZAMPOÑAS,PEDRO DE VALDIVIA,,,,"IQUIQUE, LAS ZAMPOÑAS, PEDRO DE VALDIVIA",-20.2339293,-70.1340386
15/02/2010,15:25,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,Avenida Cerro Dragón,EL MONTE,,,,"IQUIQUE, Avenida Cerro Dragón EL MONTE",-20.2455526,-70.1292691
15/02/2010,16:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,ESMERALDA,RAMIREZ,,,,"IQUIQUE, ESMERALDA, RAMIREZ",-20.2307033,-70.1356692
16/02/2010,12:07,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,SANTIAGO POLANCO,Avenida PLAYA BRAVA,,,,"IQUIQUE, SANTIAGO POLANCO, Avenida PLAYA BRAVA",-20.2478923,-70.1368759
17/02/2010,11:04,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,3,1,URBANO,Avenida La Tirana,,1582,,,"IQUIQUE, Avenida La Tirana 1582",-20.2241521,-70.1313395
17/02/2010,19:35,IQUIQUE,Colisión,No respetar derecho preferente de paso a peatón,0,0,0,2,3,URBANO,Avenida FRANCISCO VERGARA,RAMON OPAZO,,,,"IQUIQUE, Avenida Fransisco Bilbao VERGARA, RAMON OPAZO",-20.2529611,-70.1287904
19/02/2010,1:00,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,Avenida CASTRI RAMOS,Avenida Cerro Dragón,,,,"IQUIQUE, Avenida CASTRI RAMOS, Avenida Cerro Dragón",-20.2443662,-70.129305
20/02/2010,11:00,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,Avenida Circunvalación CRUCE CON CALLE SAN PABLO,Avenida Circunvalación CRUCE CON CALLE SAN PALBO,,,,"ALTO HOSPICIO, Avenida Circunvalación CRUCE CON CALLE SAN PABLO, Avenida Circunvalación CRUCE CON CALLE SAN PALBO",-20.2686722,-70.1049169
20/02/2010,12:10,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,2,URBANO,21 DE MAYO,LATORRE,,,,"IQUIQUE, 21 DE MAYO, LATORRE",-20.2307033,-70.1356692
22/02/2010,13:36,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,ELIAS LAFERTE,ORELLA,,,,"IQUIQUE, ELIAS LAFERTE, ORELLA",-20.2307033,-70.1356692
23/02/2010,17:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,2,0,URBANO,Avenida Los Alamos CON Avenida Circunvalación,Avenida Circunvalación CON Avenida Los Alamos,,,,"ALTO HOSPICIO, Avenida LOS ALAMSO CON Avenida Circunvalación, Avenida Circunvalación CON Avenida Los Alamos",-20.2722788,-70.1097974
23/02/2010,18:50,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,1,1,URBANO,Salitrera VICTORIA,MAPOCHO,,,,"IQUIQUE, Salitrera VICTORIA, MAPOCHO",-20.2049542,-70.1369169
24/02/2010,11:40,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,BULNES,AMUNÁTEGUI,,,,"IQUIQUE, BULNES, AMUNÁTEGUI",-20.2195518,-70.1467191
25/02/2010,11:20,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,CHINTAGUAY,Avenida PEDRO PRADO,,,,"IQUIQUE, CHINTAGUAY, Avenida Fransisco Bilbao",-20.2617337,-70.1290955
25/02/2010,16:00,POZO ALMONTE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,BALMACEDA,,250,,,"POZO ALMONTE, BALMACEDA, 250",-20.2598135,-69.7865946
25/02/2010,23:20,POZO ALMONTE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,1,0,0,URBANO,SANFUENTES,,700,,,"POZO ALMONTE, SANFUENTES, 700",-20.2570503,-69.7857064
26/02/2010,22:31,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,21 DE MAYO,ORELLA,,,,"IQUIQUE, 21 DE MAYO, ORELLA",-20.2208923,-70.1421601
27/02/2010,17:20,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,CESPEDES Y GONZÁLEZ,GENARO GALLO,,,,"IQUIQUE, CESPEDES Y GONZÁLEZ, GENARO GALLO",-20.2249004,-70.1370717
28/02/2010,15:20,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,1,2,1,URBANO,ESMERALDA,AMUNATEGUI,,,,"IQUIQUE, ESMERALDA, AMUNATEGUI",-20.2176315,-70.1465983
28/02/2010,18:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,1,0,0,1,URBANO,Avenida PRAT,JOSÉ MIGUEL CARRERA,,,,"IQUIQUE, Avenida PRAT, JOSÉ MIGUEL CARRERA",-20.2414367,-70.1342598
01/03/2010,2:00,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,12 DE FEBRERO,TARAPACA,,,,"IQUIQUE, 12 DE FEBRERO, TARAPACA",-20.2198336,-70.1414293
01/03/2010,11:30,ALTO HOSPICIO,Atropello,Perdida control vehículo,0,0,0,1,1,URBANO,HUNATAJAYA CON LOS MANZANOS,,2590,,,"ALTO HOSPICIO, HUNATAJAYA CON LOS MANZANOS, 2590",-20.2623469,-70.1047977
01/03/2010,13:20,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,Avenida Arturo Prat,,2330,,,"IQUIQUE, Avenida Arturo Prat 2330",-20.2313416,-70.1459692
02/03/2010,11:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,BULNES,JUAN MARTINEZ,,,,"IQUIQUE, BULNES, JUAN MARTINEZ",-20.219616,-70.1454426
02/03/2010,12:15,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,Avenida CAMPOS DE DEPORTE,BOMBERO JUAN GIRAO,,,,"IQUIQUE, Avenida CAMPOS DE DEPORTE, BOMBERO JUAN GIRAO",-20.2254732,-70.1318466
04/03/2010,15:45,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,BARROS ARANA,SAN MARTIN,,,,"IQUIQUE, BARROS ARANA, SAN MARTIN",-20.2127018,-70.1471204
05/03/2010,8:00,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,2,URBANO,Avenida SANTIAGO POLANCO,Avenida PLAYA BRAVA,,,,"IQUIQUE, Avenida Fransisco Bilbao POLANCO, Avenida PLAYA BRAVA",-20.2414367,-70.1342598
05/03/2010,17:45,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,1,URBANO,Avenida PEDRO PRADO,OHIGGINS,,,,"IQUIQUE, Avenida PEDRO PRADO, OHIGGINS",-20.2193218,-70.1347013
06/03/2010,14:15,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,Avenida PRAT,Avenida PLAYA BRAVA,,,,"IQUIQUE, Avenida PRAT, Avenida PLAYA BRAVA",-20.244478,-70.1410328
06/03/2010,23:05,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,Avenida PRAT,Avenida HEROES Heroes de la Concepcion,,,,"IQUIQUE, Avenida PRAT, Avenida HEROES Heroes de la Concepcion",-20.2414367,-70.1342598
08/03/2010,8:10,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,Avenida La Tirana,Avenida La Tirana,,,,"IQUIQUE, Avenida La Tirana, Avenida La Tirana",-20.2543166,-70.1260602
08/03/2010,21:00,IQUIQUE,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,4,1,URBANO,OHIGGINS,Avenida HEROES Heroes de la Concepcion,,,,"IQUIQUE, OHIGGINS, Avenida HEROES Heroes de la Concepcion",-20.2414367,-70.1342598
